timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,counts,countsPercentage,countsMales,countsPercentageMales,countsFemales,countsPercentageFemales,Province,District,Municipality,ReportType
Census 2022,Municipality,Winnie Madikizela-Mandela,COLOURED,932,0.3,,,,,Eastern Cape,Alfred Nzo,Winnie Madikizela-Mandela,DsPopulationGroups
Census 2022,Municipality,Winnie Madikizela-Mandela,INDIAN/ASIAN,507,0.1,,,,,Eastern Cape,Alfred Nzo,Winnie Madikizela-Mandela,DsPopulationGroups
Census 2022,Municipality,Winnie Madikizela-Mandela,WHITE,372,0.1,,,,,Eastern Cape,Alfred Nzo,Winnie Madikizela-Mandela,DsPopulationGroups
Census 2022,Municipality,Winnie Madikizela-Mandela,OTHER,225,0.1,,,,,Eastern Cape,Alfred Nzo,Winnie Madikizela-Mandela,DsPopulationGroups
Census 2022,Municipality,Amahlathi,BLACK AFRICAN,109333,94.5,,,,,Eastern Cape,Amathole,Amahlathi,DsPopulationGroups
Census 2022,Municipality,Amahlathi,COLOURED,2094,1.8,,,,,Eastern Cape,Amathole,Amahlathi,DsPopulationGroups
Census 2022,Municipality,Amahlathi,INDIAN/ASIAN,252,0.2,,,,,Eastern Cape,Amathole,Amahlathi,DsPopulationGroups
Census 2022,Municipality,Amahlathi,WHITE,3452,3.0,,,,,Eastern Cape,Amathole,Amahlathi,DsPopulationGroups
Census 2022,Municipality,Amahlathi,OTHER,571,0.5,,,,,Eastern Cape,Amathole,Amahlathi,DsPopulationGroups
Census 2022,Municipality,Great Kei,BLACK AFRICAN,29594,82.2,,,,,Eastern Cape,Amathole,Great Kei,DsPopulationGroups
Census 2022,Municipality,Great Kei,COLOURED,660,1.8,,,,,Eastern Cape,Amathole,Great Kei,DsPopulationGroups
Census 2022,Municipality,Great Kei,INDIAN/ASIAN,80,0.2,,,,,Eastern Cape,Amathole,Great Kei,DsPopulationGroups
Census 2022,Municipality,Great Kei,WHITE,5508,15.3,,,,,Eastern Cape,Amathole,Great Kei,DsPopulationGroups
Census 2022,Municipality,Great Kei,OTHER,148,0.4,,,,,Eastern Cape,Amathole,Great Kei,DsPopulationGroups
Census 2022,Municipality,Mbhashe,BLACK AFRICAN,238096,99.2,,,,,Eastern Cape,Amathole,Mbhashe,DsPopulationGroups
Census 2022,Municipality,Mbhashe,COLOURED,414,0.2,,,,,Eastern Cape,Amathole,Mbhashe,DsPopulationGroups
Census 2022,Municipality,Mbhashe,INDIAN/ASIAN,414,0.2,,,,,Eastern Cape,Amathole,Mbhashe,DsPopulationGroups
Census 2022,Municipality,Mbhashe,WHITE,524,0.2,,,,,Eastern Cape,Amathole,Mbhashe,DsPopulationGroups
Census 2022,Municipality,Mbhashe,OTHER,567,0.2,,,,,Eastern Cape,Amathole,Mbhashe,DsPopulationGroups
Census 2022,Municipality,Mnquma,BLACK AFRICAN,230566,99.0,,,,,Eastern Cape,Amathole,Mnquma,DsPopulationGroups
Census 2022,Municipality,Mnquma,COLOURED,638,0.3,,,,,Eastern Cape,Amathole,Mnquma,DsPopulationGroups
Census 2022,Municipality,Mnquma,INDIAN/ASIAN,498,0.2,,,,,Eastern Cape,Amathole,Mnquma,DsPopulationGroups
Census 2022,Municipality,Mnquma,WHITE,380,0.2,,,,,Eastern Cape,Amathole,Mnquma,DsPopulationGroups
Census 2022,Municipality,Mnquma,OTHER,802,0.3,,,,,Eastern Cape,Amathole,Mnquma,DsPopulationGroups
Census 2022,Municipality,Ngqushwa,BLACK AFRICAN,67095,98.2,,,,,Eastern Cape,Amathole,Ngqushwa,DsPopulationGroups
Census 2022,Municipality,Ngqushwa,COLOURED,211,0.3,,,,,Eastern Cape,Amathole,Ngqushwa,DsPopulationGroups
Census 2022,Municipality,Ngqushwa,INDIAN/ASIAN,103,0.2,,,,,Eastern Cape,Amathole,Ngqushwa,DsPopulationGroups
Census 2022,Municipality,Ngqushwa,WHITE,554,0.8,,,,,Eastern Cape,Amathole,Ngqushwa,DsPopulationGroups
Census 2022,Municipality,Ngqushwa,OTHER,336,0.5,,,,,Eastern Cape,Amathole,Ngqushwa,DsPopulationGroups
Census 2022,Municipality,Raymond Mhlaba,BLACK AFRICAN,156884,87.9,,,,,Eastern Cape,Amathole,Raymond Mhlaba,DsPopulationGroups
Census 2022,Municipality,Raymond Mhlaba,COLOURED,15437,8.6,,,,,Eastern Cape,Amathole,Raymond Mhlaba,DsPopulationGroups
Census 2022,Municipality,Raymond Mhlaba,INDIAN/ASIAN,592,0.3,,,,,Eastern Cape,Amathole,Raymond Mhlaba,DsPopulationGroups
Census 2022,Municipality,Raymond Mhlaba,WHITE,4234,2.4,,,,,Eastern Cape,Amathole,Raymond Mhlaba,DsPopulationGroups
Census 2022,Municipality,Raymond Mhlaba,OTHER,1360,0.8,,,,,Eastern Cape,Amathole,Raymond Mhlaba,DsPopulationGroups
Census 2022,Municipality,Buffalo City,BLACK AFRICAN,824483,84.7,,,,,Eastern Cape,Buffalo City,Buffalo City,DsPopulationGroups
Census 2022,Municipality,Buffalo City,COLOURED,51074,5.2,,,,,Eastern Cape,Buffalo City,Buffalo City,DsPopulationGroups
Census 2022,Municipality,Buffalo City,INDIAN/ASIAN,9711,1.0,,,,,Eastern Cape,Buffalo City,Buffalo City,DsPopulationGroups
Census 2022,Municipality,Buffalo City,WHITE,82099,8.4,,,,,Eastern Cape,Buffalo City,Buffalo City,DsPopulationGroups
Census 2022,Municipality,Buffalo City,OTHER,6247,0.6,,,,,Eastern Cape,Buffalo City,Buffalo City,DsPopulationGroups
Census 2022,Municipality,Emalahleni,BLACK AFRICAN,125929,97.7,,,,,Eastern Cape,Chris Hani,Emalahleni,DsPopulationGroups
Census 2022,Municipality,Emalahleni,COLOURED,1144,0.9,,,,,Eastern Cape,Chris Hani,Emalahleni,DsPopulationGroups
Census 2022,Municipality,Emalahleni,INDIAN/ASIAN,333,0.3,,,,,Eastern Cape,Chris Hani,Emalahleni,DsPopulationGroups
Census 2022,Municipality,Emalahleni,WHITE,831,0.6,,,,,Eastern Cape,Chris Hani,Emalahleni,DsPopulationGroups
Census 2022,Municipality,Emalahleni,OTHER,619,0.5,,,,,Eastern Cape,Chris Hani,Emalahleni,DsPopulationGroups
Census 2022,Municipality,Engcobo,BLACK AFRICAN,131770,99.4,,,,,Eastern Cape,Chris Hani,Engcobo,DsPopulationGroups
Census 2022,Municipality,Engcobo,COLOURED,230,0.2,,,,,Eastern Cape,Chris Hani,Engcobo,DsPopulationGroups
Census 2022,Municipality,Engcobo,INDIAN/ASIAN,114,0.1,,,,,Eastern Cape,Chris Hani,Engcobo,DsPopulationGroups
Census 2022,Municipality,Engcobo,WHITE,123,0.1,,,,,Eastern Cape,Chris Hani,Engcobo,DsPopulationGroups
Census 2022,Municipality,Engcobo,OTHER,380,0.3,,,,,Eastern Cape,Chris Hani,Engcobo,DsPopulationGroups
Census 2022,Municipality,Enoch Mgijima,BLACK AFRICAN,269952,90.9,,,,,Eastern Cape,Chris Hani,Enoch Mgijima,DsPopulationGroups
Census 2022,Municipality,Enoch Mgijima,COLOURED,13003,4.4,,,,,Eastern Cape,Chris Hani,Enoch Mgijima,DsPopulationGroups
Census 2022,Municipality,Enoch Mgijima,INDIAN/ASIAN,1622,0.5,,,,,Eastern Cape,Chris Hani,Enoch Mgijima,DsPopulationGroups
Census 2022,Municipality,Enoch Mgijima,WHITE,10685,3.6,,,,,Eastern Cape,Chris Hani,Enoch Mgijima,DsPopulationGroups
Census 2022,Municipality,Enoch Mgijima,OTHER,1744,0.6,,,,,Eastern Cape,Chris Hani,Enoch Mgijima,DsPopulationGroups
Census 2022,Municipality,Intsika Yethu,BLACK AFRICAN,126734,98.9,,,,,Eastern Cape,Chris Hani,Intsika Yethu,DsPopulationGroups
Census 2022,Municipality,Intsika Yethu,COLOURED,255,0.2,,,,,Eastern Cape,Chris Hani,Intsika Yethu,DsPopulationGroups
Census 2022,Municipality,Intsika Yethu,INDIAN/ASIAN,224,0.2,,,,,Eastern Cape,Chris Hani,Intsika Yethu,DsPopulationGroups
Census 2022,Municipality,Intsika Yethu,WHITE,164,0.1,,,,,Eastern Cape,Chris Hani,Intsika Yethu,DsPopulationGroups
Census 2022,Municipality,Intsika Yethu,OTHER,705,0.6,,,,,Eastern Cape,Chris Hani,Intsika Yethu,DsPopulationGroups
Census 2022,Municipality,Inxuba Yethemba,BLACK AFRICAN,41612,53.7,,,,,Eastern Cape,Chris Hani,Inxuba Yethemba,DsPopulationGroups
Census 2022,Municipality,Inxuba Yethemba,COLOURED,27926,36.0,,,,,Eastern Cape,Chris Hani,Inxuba Yethemba,DsPopulationGroups
Census 2022,Municipality,Inxuba Yethemba,INDIAN/ASIAN,364,0.5,,,,,Eastern Cape,Chris Hani,Inxuba Yethemba,DsPopulationGroups
Census 2022,Municipality,Inxuba Yethemba,WHITE,6719,8.7,,,,,Eastern Cape,Chris Hani,Inxuba Yethemba,DsPopulationGroups
Census 2022,Municipality,Inxuba Yethemba,OTHER,933,1.2,,,,,Eastern Cape,Chris Hani,Inxuba Yethemba,DsPopulationGroups
Census 2022,Municipality,Sakhisizwe,BLACK AFRICAN,62046,97.0,,,,,Eastern Cape,Chris Hani,Sakhisizwe,DsPopulationGroups
Census 2022,Municipality,Sakhisizwe,COLOURED,608,1.0,,,,,Eastern Cape,Chris Hani,Sakhisizwe,DsPopulationGroups
Census 2022,Municipality,Sakhisizwe,INDIAN/ASIAN,164,0.3,,,,,Eastern Cape,Chris Hani,Sakhisizwe,DsPopulationGroups
Census 2022,Municipality,Sakhisizwe,WHITE,894,1.4,,,,,Eastern Cape,Chris Hani,Sakhisizwe,DsPopulationGroups
Census 2022,Municipality,Sakhisizwe,OTHER,263,0.4,,,,,Eastern Cape,Chris Hani,Sakhisizwe,DsPopulationGroups
Census 2022,Municipality,Elundini,BLACK AFRICAN,138436,97.7,,,,,Eastern Cape,Joe Gqabi,Elundini,DsPopulationGroups
Census 2022,Municipality,Elundini,COLOURED,1005,0.7,,,,,Eastern Cape,Joe Gqabi,Elundini,DsPopulationGroups
Census 2022,Municipality,Elundini,INDIAN/ASIAN,349,0.2,,,,,Eastern Cape,Joe Gqabi,Elundini,DsPopulationGroups
Census 2022,Municipality,Elundini,WHITE,1561,1.1,,,,,Eastern Cape,Joe Gqabi,Elundini,DsPopulationGroups
Census 2022,Municipality,Elundini,OTHER,401,0.3,,,,,Eastern Cape,Joe Gqabi,Elundini,DsPopulationGroups
Census 2022,Municipality,Senqu,BLACK AFRICAN,141486,96.2,,,,,Eastern Cape,Joe Gqabi,Senqu,DsPopulationGroups
Census 2022,Municipality,Senqu,COLOURED,2080,1.4,,,,,Eastern Cape,Joe Gqabi,Senqu,DsPopulationGroups
Census 2022,Municipality,Senqu,INDIAN/ASIAN,620,0.4,,,,,Eastern Cape,Joe Gqabi,Senqu,DsPopulationGroups
Census 2022,Municipality,Senqu,WHITE,2254,1.5,,,,,Eastern Cape,Joe Gqabi,Senqu,DsPopulationGroups
Census 2022,Municipality,Senqu,OTHER,619,0.4,,,,,Eastern Cape,Joe Gqabi,Senqu,DsPopulationGroups
Census 2022,Municipality,Walter Sisulu,BLACK AFRICAN,80974,77.7,,,,,Eastern Cape,Joe Gqabi,Walter Sisulu,DsPopulationGroups
Census 2022,Municipality,Walter Sisulu,COLOURED,13555,13.0,,,,,Eastern Cape,Joe Gqabi,Walter Sisulu,DsPopulationGroups
Census 2022,Municipality,Walter Sisulu,INDIAN/ASIAN,455,0.4,,,,,Eastern Cape,Joe Gqabi,Walter Sisulu,DsPopulationGroups
Census 2022,Municipality,Walter Sisulu,WHITE,8488,8.1,,,,,Eastern Cape,Joe Gqabi,Walter Sisulu,DsPopulationGroups
Census 2022,Municipality,Walter Sisulu,OTHER,724,0.7,,,,,Eastern Cape,Joe Gqabi,Walter Sisulu,DsPopulationGroups
Census 2022,Municipality,Nelson Mandela Bay,BLACK AFRICAN,745989,62.7,,,,,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsPopulationGroups
Census 2022,Municipality,Nelson Mandela Bay,COLOURED,228481,19.2,,,,,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsPopulationGroups
Census 2022,Municipality,Nelson Mandela Bay,INDIAN/ASIAN,13758,1.2,,,,,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsPopulationGroups
Census 2022,Municipality,Nelson Mandela Bay,WHITE,186357,15.7,,,,,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsPopulationGroups
Census 2022,Municipality,Nelson Mandela Bay,OTHER,14522,1.2,,,,,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsPopulationGroups
Census 2022,Municipality,King Sabata Dalindyebo,BLACK AFRICAN,466828,98.0,,,,,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsPopulationGroups
Census 2022,Municipality,King Sabata Dalindyebo,COLOURED,3916,0.8,,,,,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsPopulationGroups
Census 2022,Municipality,King Sabata Dalindyebo,INDIAN/ASIAN,1983,0.4,,,,,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsPopulationGroups
Census 2022,Municipality,King Sabata Dalindyebo,WHITE,1922,0.4,,,,,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsPopulationGroups
Census 2022,Municipality,King Sabata Dalindyebo,OTHER,1726,0.4,,,,,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsPopulationGroups
Census 2022,Municipality,Mhlontlo,BLACK AFRICAN,181755,97.6,,,,,Eastern Cape,O.R. Tambo,Mhlontlo,DsPopulationGroups
Census 2022,Municipality,Mhlontlo,COLOURED,496,0.3,,,,,Eastern Cape,O.R. Tambo,Mhlontlo,DsPopulationGroups
Census 2022,Municipality,Mhlontlo,INDIAN/ASIAN,342,0.2,,,,,Eastern Cape,O.R. Tambo,Mhlontlo,DsPopulationGroups
Census 2022,Municipality,Mhlontlo,WHITE,215,0.1,,,,,Eastern Cape,O.R. Tambo,Mhlontlo,DsPopulationGroups
Census 2022,Municipality,Mhlontlo,OTHER,3509,1.9,,,,,Eastern Cape,O.R. Tambo,Mhlontlo,DsPopulationGroups
Census 2022,Municipality,Ngquza Hill,BLACK AFRICAN,351612,99.2,,,,,Eastern Cape,O.R. Tambo,Ngquza Hill,DsPopulationGroups
Census 2022,Municipality,Ngquza Hill,COLOURED,1414,0.4,,,,,Eastern Cape,O.R. Tambo,Ngquza Hill,DsPopulationGroups
Census 2022,Municipality,Ngquza Hill,INDIAN/ASIAN,543,0.2,,,,,Eastern Cape,O.R. Tambo,Ngquza Hill,DsPopulationGroups
Census 2022,Municipality,Ngquza Hill,WHITE,425,0.1,,,,,Eastern Cape,O.R. Tambo,Ngquza Hill,DsPopulationGroups
Census 2022,Municipality,Ngquza Hill,OTHER,574,0.2,,,,,Eastern Cape,O.R. Tambo,Ngquza Hill,DsPopulationGroups
Census 2022,Municipality,Nyandeni,BLACK AFRICAN,302644,99.3,,,,,Eastern Cape,O.R. Tambo,Nyandeni,DsPopulationGroups
Census 2022,Municipality,Nyandeni,COLOURED,949,0.3,,,,,Eastern Cape,O.R. Tambo,Nyandeni,DsPopulationGroups
Census 2022,Municipality,Nyandeni,INDIAN/ASIAN,414,0.1,,,,,Eastern Cape,O.R. Tambo,Nyandeni,DsPopulationGroups
Census 2022,Municipality,Nyandeni,WHITE,452,0.1,,,,,Eastern Cape,O.R. Tambo,Nyandeni,DsPopulationGroups
Census 2022,Municipality,Nyandeni,OTHER,387,0.1,,,,,Eastern Cape,O.R. Tambo,Nyandeni,DsPopulationGroups
Census 2022,Municipality,Port St Johns,BLACK AFRICAN,177560,99.0,,,,,Eastern Cape,O.R. Tambo,Port St Johns,DsPopulationGroups
Census 2022,Municipality,Port St Johns,COLOURED,772,0.4,,,,,Eastern Cape,O.R. Tambo,Port St Johns,DsPopulationGroups
Census 2022,Municipality,Port St Johns,INDIAN/ASIAN,270,0.2,,,,,Eastern Cape,O.R. Tambo,Port St Johns,DsPopulationGroups
Census 2022,Municipality,Port St Johns,WHITE,542,0.3,,,,,Eastern Cape,O.R. Tambo,Port St Johns,DsPopulationGroups
Census 2022,Municipality,Port St Johns,OTHER,175,0.1,,,,,Eastern Cape,O.R. Tambo,Port St Johns,DsPopulationGroups
Census 2022,Municipality,Blue Crane Route,BLACK AFRICAN,25889,51.9,,,,,Eastern Cape,Sarah Baartman,Blue Crane Route,DsPopulationGroups
Census 2022,Municipality,Blue Crane Route,COLOURED,17217,34.5,,,,,Eastern Cape,Sarah Baartman,Blue Crane Route,DsPopulationGroups
Census 2022,Municipality,Blue Crane Route,INDIAN/ASIAN,342,0.7,,,,,Eastern Cape,Sarah Baartman,Blue Crane Route,DsPopulationGroups
Census 2022,Municipality,Blue Crane Route,WHITE,5542,11.1,,,,,Eastern Cape,Sarah Baartman,Blue Crane Route,DsPopulationGroups
Census 2022,Municipality,Blue Crane Route,OTHER,891,1.8,,,,,Eastern Cape,Sarah Baartman,Blue Crane Route,DsPopulationGroups
Census 2022,Municipality,Dr Beyers Naude,BLACK AFRICAN,19310,19.1,,,,,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsPopulationGroups
Census 2022,Municipality,Dr Beyers Naude,COLOURED,69689,69.1,,,,,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsPopulationGroups
Census 2022,Municipality,Dr Beyers Naude,INDIAN/ASIAN,586,0.6,,,,,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsPopulationGroups
Census 2022,Municipality,Dr Beyers Naude,WHITE,9633,9.5,,,,,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsPopulationGroups
Census 2022,Municipality,Dr Beyers Naude,OTHER,1701,1.7,,,,,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsPopulationGroups
Census 2022,Municipality,Kou-Kamma,BLACK AFRICAN,9334,25.6,,,,,Eastern Cape,Sarah Baartman,Kou-Kamma,DsPopulationGroups
Census 2022,Municipality,Kou-Kamma,COLOURED,23836,65.3,,,,,Eastern Cape,Sarah Baartman,Kou-Kamma,DsPopulationGroups
Census 2022,Municipality,Kou-Kamma,INDIAN/ASIAN,116,0.3,,,,,Eastern Cape,Sarah Baartman,Kou-Kamma,DsPopulationGroups
Census 2022,Municipality,Kou-Kamma,WHITE,1933,5.3,,,,,Eastern Cape,Sarah Baartman,Kou-Kamma,DsPopulationGroups
Census 2022,Municipality,Kou-Kamma,OTHER,1268,3.5,,,,,Eastern Cape,Sarah Baartman,Kou-Kamma,DsPopulationGroups
Census 2022,Municipality,Kouga,BLACK AFRICAN,34892,32.6,,,,,Eastern Cape,Sarah Baartman,Kouga,DsPopulationGroups
Census 2022,Municipality,Kouga,COLOURED,37649,35.2,,,,,Eastern Cape,Sarah Baartman,Kouga,DsPopulationGroups
Census 2022,Municipality,Kouga,INDIAN/ASIAN,294,0.3,,,,,Eastern Cape,Sarah Baartman,Kouga,DsPopulationGroups
Census 2022,Municipality,Kouga,WHITE,31969,29.9,,,,,Eastern Cape,Sarah Baartman,Kouga,DsPopulationGroups
Census 2022,Municipality,Kouga,OTHER,2203,2.1,,,,,Eastern Cape,Sarah Baartman,Kouga,DsPopulationGroups
Census 2022,Municipality,Makana,BLACK AFRICAN,72213,73.9,,,,,Eastern Cape,Sarah Baartman,Makana,DsPopulationGroups
Census 2022,Municipality,Makana,COLOURED,12223,12.5,,,,,Eastern Cape,Sarah Baartman,Makana,DsPopulationGroups
Census 2022,Municipality,Makana,INDIAN/ASIAN,844,0.9,,,,,Eastern Cape,Sarah Baartman,Makana,DsPopulationGroups
Census 2022,Municipality,Makana,WHITE,11095,11.3,,,,,Eastern Cape,Sarah Baartman,Makana,DsPopulationGroups
Census 2022,Municipality,Makana,OTHER,1402,1.4,,,,,Eastern Cape,Sarah Baartman,Makana,DsPopulationGroups
Census 2022,Municipality,Ndlambe,BLACK AFRICAN,59740,68.2,,,,,Eastern Cape,Sarah Baartman,Ndlambe,DsPopulationGroups
Census 2022,Municipality,Ndlambe,COLOURED,6624,7.6,,,,,Eastern Cape,Sarah Baartman,Ndlambe,DsPopulationGroups
Census 2022,Municipality,Ndlambe,INDIAN/ASIAN,328,0.4,,,,,Eastern Cape,Sarah Baartman,Ndlambe,DsPopulationGroups
Census 2022,Municipality,Ndlambe,WHITE,20115,23.0,,,,,Eastern Cape,Sarah Baartman,Ndlambe,DsPopulationGroups
Census 2022,Municipality,Ndlambe,OTHER,825,0.9,,,,,Eastern Cape,Sarah Baartman,Ndlambe,DsPopulationGroups
Census 2022,Municipality,Sundays River Valley,BLACK AFRICAN,38549,72.4,,,,,Eastern Cape,Sarah Baartman,Sundays River Valley,DsPopulationGroups
Census 2022,Municipality,Sundays River Valley,COLOURED,10736,20.2,,,,,Eastern Cape,Sarah Baartman,Sundays River Valley,DsPopulationGroups
Census 2022,Municipality,Sundays River Valley,INDIAN/ASIAN,121,0.2,,,,,Eastern Cape,Sarah Baartman,Sundays River Valley,DsPopulationGroups
Census 2022,Municipality,Sundays River Valley,WHITE,2258,4.2,,,,,Eastern Cape,Sarah Baartman,Sundays River Valley,DsPopulationGroups
Census 2022,Municipality,Sundays River Valley,OTHER,1571,3.0,,,,,Eastern Cape,Sarah Baartman,Sundays River Valley,DsPopulationGroups
Census 2022,Municipality,Mafube,BLACK AFRICAN,56434,92.3,,,,,Free State,Fezile Dabi,Mafube,DsPopulationGroups
Census 2022,Municipality,Mafube,COLOURED,309,0.5,,,,,Free State,Fezile Dabi,Mafube,DsPopulationGroups
Census 2022,Municipality,Mafube,INDIAN/ASIAN,72,0.1,,,,,Free State,Fezile Dabi,Mafube,DsPopulationGroups
Census 2022,Municipality,Mafube,WHITE,4272,7.0,,,,,Free State,Fezile Dabi,Mafube,DsPopulationGroups
Census 2022,Municipality,Mafube,OTHER,63,0.1,,,,,Free State,Fezile Dabi,Mafube,DsPopulationGroups
Census 2022,Municipality,Metsimaholo,BLACK AFRICAN,134712,85.1,,,,,Free State,Fezile Dabi,Metsimaholo,DsPopulationGroups
Census 2022,Municipality,Metsimaholo,COLOURED,901,0.6,,,,,Free State,Fezile Dabi,Metsimaholo,DsPopulationGroups
Census 2022,Municipality,Metsimaholo,INDIAN/ASIAN,557,0.4,,,,,Free State,Fezile Dabi,Metsimaholo,DsPopulationGroups
Census 2022,Municipality,Metsimaholo,WHITE,21936,13.9,,,,,Free State,Fezile Dabi,Metsimaholo,DsPopulationGroups
Census 2022,Municipality,Metsimaholo,OTHER,265,0.2,,,,,Free State,Fezile Dabi,Metsimaholo,DsPopulationGroups
Census 2022,Municipality,Moqhaka,BLACK AFRICAN,133145,85.8,,,,,Free State,Fezile Dabi,Moqhaka,DsPopulationGroups
Census 2022,Municipality,Moqhaka,COLOURED,4519,2.9,,,,,Free State,Fezile Dabi,Moqhaka,DsPopulationGroups
Census 2022,Municipality,Moqhaka,INDIAN/ASIAN,473,0.3,,,,,Free State,Fezile Dabi,Moqhaka,DsPopulationGroups
Census 2022,Municipality,Moqhaka,WHITE,16867,10.9,,,,,Free State,Fezile Dabi,Moqhaka,DsPopulationGroups
Census 2022,Municipality,Moqhaka,OTHER,257,0.2,,,,,Free State,Fezile Dabi,Moqhaka,DsPopulationGroups
Census 2022,Municipality,Ngwathe,BLACK AFRICAN,112592,83.4,,,,,Free State,Fezile Dabi,Ngwathe,DsPopulationGroups
Census 2022,Municipality,Ngwathe,COLOURED,3317,2.5,,,,,Free State,Fezile Dabi,Ngwathe,DsPopulationGroups
Census 2022,Municipality,Ngwathe,INDIAN/ASIAN,457,0.3,,,,,Free State,Fezile Dabi,Ngwathe,DsPopulationGroups
Census 2022,Municipality,Ngwathe,WHITE,18350,13.6,,,,,Free State,Fezile Dabi,Ngwathe,DsPopulationGroups
Census 2022,Municipality,Ngwathe,OTHER,219,0.2,,,,,Free State,Fezile Dabi,Ngwathe,DsPopulationGroups
Census 2022,Municipality,Masilonyana,BLACK AFRICAN,56932,89.3,,,,,Free State,Lejweleputswa,Masilonyana,DsPopulationGroups
Census 2022,Municipality,Masilonyana,COLOURED,492,0.8,,,,,Free State,Lejweleputswa,Masilonyana,DsPopulationGroups
Census 2022,Municipality,Masilonyana,INDIAN/ASIAN,173,0.3,,,,,Free State,Lejweleputswa,Masilonyana,DsPopulationGroups
Census 2022,Municipality,Masilonyana,WHITE,6070,9.5,,,,,Free State,Lejweleputswa,Masilonyana,DsPopulationGroups
Census 2022,Municipality,Masilonyana,OTHER,97,0.2,,,,,Free State,Lejweleputswa,Masilonyana,DsPopulationGroups
Census 2022,Municipality,Matjhabeng,BLACK AFRICAN,386796,88.1,,,,,Free State,Lejweleputswa,Matjhabeng,DsPopulationGroups
Census 2022,Municipality,Matjhabeng,COLOURED,10053,2.3,,,,,Free State,Lejweleputswa,Matjhabeng,DsPopulationGroups
Census 2022,Municipality,Matjhabeng,INDIAN/ASIAN,2050,0.5,,,,,Free State,Lejweleputswa,Matjhabeng,DsPopulationGroups
Census 2022,Municipality,Matjhabeng,WHITE,39529,9.0,,,,,Free State,Lejweleputswa,Matjhabeng,DsPopulationGroups
Census 2022,Municipality,Matjhabeng,OTHER,526,0.1,,,,,Free State,Lejweleputswa,Matjhabeng,DsPopulationGroups
