timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,counts,countsPercentage,Province,District,Municipality,ReportType
Census 2022,Municipality,Amahlathi,Traditional dwelling,4145,12.3,Eastern Cape,Amathole,Amahlathi,DsTypeOfMainDwellings
Census 2022,Municipality,Amahlathi,Informal dwelling,986,2.9,Eastern Cape,Amathole,Amahlathi,DsTypeOfMainDwellings
Census 2022,Municipality,Amahlathi,Other,147,0.4,Eastern Cape,Amathole,Amahlathi,DsTypeOfMainDwellings
Census 2022,Municipality,Great Kei,Formal dwelling,10335,85.5,Eastern Cape,Amathole,Great Kei,DsTypeOfMainDwellings
Census 2022,Municipality,Great Kei,Traditional dwelling,599,5.0,Eastern Cape,Amathole,Great Kei,DsTypeOfMainDwellings
Census 2022,Municipality,Great Kei,Informal dwelling,1099,9.1,Eastern Cape,Amathole,Great Kei,DsTypeOfMainDwellings
Census 2022,Municipality,Great Kei,Other,62,0.5,Eastern Cape,Amathole,Great Kei,DsTypeOfMainDwellings
Census 2022,Municipality,Mbhashe,Formal dwelling,36476,69.2,Eastern Cape,Amathole,Mbhashe,DsTypeOfMainDwellings
Census 2022,Municipality,Mbhashe,Traditional dwelling,15734,29.8,Eastern Cape,Amathole,Mbhashe,DsTypeOfMainDwellings
Census 2022,Municipality,Mbhashe,Informal dwelling,268,0.5,Eastern Cape,Amathole,Mbhashe,DsTypeOfMainDwellings
Census 2022,Municipality,Mbhashe,Other,237,0.5,Eastern Cape,Amathole,Mbhashe,DsTypeOfMainDwellings
Census 2022,Municipality,Mnquma,Formal dwelling,51526,79.0,Eastern Cape,Amathole,Mnquma,DsTypeOfMainDwellings
Census 2022,Municipality,Mnquma,Traditional dwelling,12249,18.8,Eastern Cape,Amathole,Mnquma,DsTypeOfMainDwellings
Census 2022,Municipality,Mnquma,Informal dwelling,782,1.2,Eastern Cape,Amathole,Mnquma,DsTypeOfMainDwellings
Census 2022,Municipality,Mnquma,Other,664,1.0,Eastern Cape,Amathole,Mnquma,DsTypeOfMainDwellings
Census 2022,Municipality,Ngqushwa,Formal dwelling,22268,89.4,Eastern Cape,Amathole,Ngqushwa,DsTypeOfMainDwellings
Census 2022,Municipality,Ngqushwa,Traditional dwelling,2143,8.6,Eastern Cape,Amathole,Ngqushwa,DsTypeOfMainDwellings
Census 2022,Municipality,Ngqushwa,Informal dwelling,420,1.7,Eastern Cape,Amathole,Ngqushwa,DsTypeOfMainDwellings
Census 2022,Municipality,Ngqushwa,Other,83,0.3,Eastern Cape,Amathole,Ngqushwa,DsTypeOfMainDwellings
Census 2022,Municipality,Raymond Mhlaba,Formal dwelling,46990,88.6,Eastern Cape,Amathole,Raymond Mhlaba,DsTypeOfMainDwellings
Census 2022,Municipality,Raymond Mhlaba,Traditional dwelling,4549,8.6,Eastern Cape,Amathole,Raymond Mhlaba,DsTypeOfMainDwellings
Census 2022,Municipality,Raymond Mhlaba,Informal dwelling,1339,2.5,Eastern Cape,Amathole,Raymond Mhlaba,DsTypeOfMainDwellings
Census 2022,Municipality,Raymond Mhlaba,Other,170,0.3,Eastern Cape,Amathole,Raymond Mhlaba,DsTypeOfMainDwellings
Census 2022,Municipality,Buffalo City,Formal dwelling,229710,85.6,Eastern Cape,Buffalo City,Buffalo City,DsTypeOfMainDwellings
Census 2022,Municipality,Buffalo City,Traditional dwelling,7942,3.0,Eastern Cape,Buffalo City,Buffalo City,DsTypeOfMainDwellings
Census 2022,Municipality,Buffalo City,Informal dwelling,30160,11.2,Eastern Cape,Buffalo City,Buffalo City,DsTypeOfMainDwellings
Census 2022,Municipality,Buffalo City,Other,627,0.2,Eastern Cape,Buffalo City,Buffalo City,DsTypeOfMainDwellings
Census 2022,Municipality,Emalahleni,Formal dwelling,27344,83.4,Eastern Cape,Chris Hani,Emalahleni,DsTypeOfMainDwellings
Census 2022,Municipality,Emalahleni,Traditional dwelling,5224,15.9,Eastern Cape,Chris Hani,Emalahleni,DsTypeOfMainDwellings
Census 2022,Municipality,Emalahleni,Informal dwelling,146,0.4,Eastern Cape,Chris Hani,Emalahleni,DsTypeOfMainDwellings
Census 2022,Municipality,Emalahleni,Other,58,0.2,Eastern Cape,Chris Hani,Emalahleni,DsTypeOfMainDwellings
Census 2022,Municipality,Engcobo,Formal dwelling,16300,67.1,Eastern Cape,Chris Hani,Engcobo,DsTypeOfMainDwellings
Census 2022,Municipality,Engcobo,Traditional dwelling,7784,32.0,Eastern Cape,Chris Hani,Engcobo,DsTypeOfMainDwellings
Census 2022,Municipality,Engcobo,Informal dwelling,157,0.6,Eastern Cape,Chris Hani,Engcobo,DsTypeOfMainDwellings
Census 2022,Municipality,Engcobo,Other,66,0.3,Eastern Cape,Chris Hani,Engcobo,DsTypeOfMainDwellings
Census 2022,Municipality,Enoch Mgijima,Formal dwelling,92928,96.0,Eastern Cape,Chris Hani,Enoch Mgijima,DsTypeOfMainDwellings
Census 2022,Municipality,Enoch Mgijima,Traditional dwelling,1945,2.0,Eastern Cape,Chris Hani,Enoch Mgijima,DsTypeOfMainDwellings
Census 2022,Municipality,Enoch Mgijima,Informal dwelling,1662,1.7,Eastern Cape,Chris Hani,Enoch Mgijima,DsTypeOfMainDwellings
Census 2022,Municipality,Enoch Mgijima,Other,256,0.3,Eastern Cape,Chris Hani,Enoch Mgijima,DsTypeOfMainDwellings
Census 2022,Municipality,Intsika Yethu,Formal dwelling,20420,63.4,Eastern Cape,Chris Hani,Intsika Yethu,DsTypeOfMainDwellings
Census 2022,Municipality,Intsika Yethu,Traditional dwelling,11633,36.1,Eastern Cape,Chris Hani,Intsika Yethu,DsTypeOfMainDwellings
Census 2022,Municipality,Intsika Yethu,Informal dwelling,98,0.3,Eastern Cape,Chris Hani,Intsika Yethu,DsTypeOfMainDwellings
Census 2022,Municipality,Intsika Yethu,Other,77,0.2,Eastern Cape,Chris Hani,Intsika Yethu,DsTypeOfMainDwellings
Census 2022,Municipality,Inxuba Yethemba,Formal dwelling,22712,98.8,Eastern Cape,Chris Hani,Inxuba Yethemba,DsTypeOfMainDwellings
Census 2022,Municipality,Inxuba Yethemba,Traditional dwelling,92,0.4,Eastern Cape,Chris Hani,Inxuba Yethemba,DsTypeOfMainDwellings
Census 2022,Municipality,Inxuba Yethemba,Informal dwelling,165,0.7,Eastern Cape,Chris Hani,Inxuba Yethemba,DsTypeOfMainDwellings
Census 2022,Municipality,Inxuba Yethemba,Other,25,0.1,Eastern Cape,Chris Hani,Inxuba Yethemba,DsTypeOfMainDwellings
Census 2022,Municipality,Sakhisizwe,Formal dwelling,14441,83.2,Eastern Cape,Chris Hani,Sakhisizwe,DsTypeOfMainDwellings
Census 2022,Municipality,Sakhisizwe,Traditional dwelling,2513,14.5,Eastern Cape,Chris Hani,Sakhisizwe,DsTypeOfMainDwellings
Census 2022,Municipality,Sakhisizwe,Informal dwelling,361,2.1,Eastern Cape,Chris Hani,Sakhisizwe,DsTypeOfMainDwellings
Census 2022,Municipality,Sakhisizwe,Other,40,0.2,Eastern Cape,Chris Hani,Sakhisizwe,DsTypeOfMainDwellings
Census 2022,Municipality,Elundini,Formal dwelling,31529,76.5,Eastern Cape,Joe Gqabi,Elundini,DsTypeOfMainDwellings
Census 2022,Municipality,Elundini,Traditional dwelling,8850,21.5,Eastern Cape,Joe Gqabi,Elundini,DsTypeOfMainDwellings
Census 2022,Municipality,Elundini,Informal dwelling,733,1.8,Eastern Cape,Joe Gqabi,Elundini,DsTypeOfMainDwellings
Census 2022,Municipality,Elundini,Other,97,0.2,Eastern Cape,Joe Gqabi,Elundini,DsTypeOfMainDwellings
Census 2022,Municipality,Senqu,Formal dwelling,43301,88.5,Eastern Cape,Joe Gqabi,Senqu,DsTypeOfMainDwellings
Census 2022,Municipality,Senqu,Traditional dwelling,3946,8.1,Eastern Cape,Joe Gqabi,Senqu,DsTypeOfMainDwellings
Census 2022,Municipality,Senqu,Informal dwelling,1415,2.9,Eastern Cape,Joe Gqabi,Senqu,DsTypeOfMainDwellings
Census 2022,Municipality,Senqu,Other,252,0.5,Eastern Cape,Joe Gqabi,Senqu,DsTypeOfMainDwellings
Census 2022,Municipality,Walter Sisulu,Formal dwelling,32242,94.4,Eastern Cape,Joe Gqabi,Walter Sisulu,DsTypeOfMainDwellings
Census 2022,Municipality,Walter Sisulu,Traditional dwelling,440,1.3,Eastern Cape,Joe Gqabi,Walter Sisulu,DsTypeOfMainDwellings
Census 2022,Municipality,Walter Sisulu,Informal dwelling,1445,4.2,Eastern Cape,Joe Gqabi,Walter Sisulu,DsTypeOfMainDwellings
Census 2022,Municipality,Walter Sisulu,Other,43,0.1,Eastern Cape,Joe Gqabi,Walter Sisulu,DsTypeOfMainDwellings
Census 2022,Municipality,Nelson Mandela Bay,Formal dwelling,283398,92.0,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsTypeOfMainDwellings
Census 2022,Municipality,Nelson Mandela Bay,Traditional dwelling,1202,0.4,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsTypeOfMainDwellings
Census 2022,Municipality,Nelson Mandela Bay,Informal dwelling,22793,7.4,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsTypeOfMainDwellings
Census 2022,Municipality,Nelson Mandela Bay,Other,538,0.2,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsTypeOfMainDwellings
Census 2022,Municipality,King Sabata Dalindyebo,Formal dwelling,96929,84.6,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsTypeOfMainDwellings
Census 2022,Municipality,King Sabata Dalindyebo,Traditional dwelling,16559,14.5,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsTypeOfMainDwellings
Census 2022,Municipality,King Sabata Dalindyebo,Informal dwelling,535,0.5,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsTypeOfMainDwellings
Census 2022,Municipality,King Sabata Dalindyebo,Other,557,0.5,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsTypeOfMainDwellings
Census 2022,Municipality,Mhlontlo,Formal dwelling,31721,72.1,Eastern Cape,O.R. Tambo,Mhlontlo,DsTypeOfMainDwellings
Census 2022,Municipality,Mhlontlo,Traditional dwelling,11873,27.0,Eastern Cape,O.R. Tambo,Mhlontlo,DsTypeOfMainDwellings
Census 2022,Municipality,Mhlontlo,Informal dwelling,152,0.3,Eastern Cape,O.R. Tambo,Mhlontlo,DsTypeOfMainDwellings
Census 2022,Municipality,Mhlontlo,Other,235,0.5,Eastern Cape,O.R. Tambo,Mhlontlo,DsTypeOfMainDwellings
Census 2022,Municipality,Ngquza Hill,Formal dwelling,49044,76.6,Eastern Cape,O.R. Tambo,Ngquza Hill,DsTypeOfMainDwellings
Census 2022,Municipality,Ngquza Hill,Traditional dwelling,13462,21.0,Eastern Cape,O.R. Tambo,Ngquza Hill,DsTypeOfMainDwellings
Census 2022,Municipality,Ngquza Hill,Informal dwelling,1136,1.8,Eastern Cape,O.R. Tambo,Ngquza Hill,DsTypeOfMainDwellings
Census 2022,Municipality,Ngquza Hill,Other,410,0.6,Eastern Cape,O.R. Tambo,Ngquza Hill,DsTypeOfMainDwellings
Census 2022,Municipality,Nyandeni,Formal dwelling,44041,73.1,Eastern Cape,O.R. Tambo,Nyandeni,DsTypeOfMainDwellings
Census 2022,Municipality,Nyandeni,Traditional dwelling,15664,26.0,Eastern Cape,O.R. Tambo,Nyandeni,DsTypeOfMainDwellings
Census 2022,Municipality,Nyandeni,Informal dwelling,431,0.7,Eastern Cape,O.R. Tambo,Nyandeni,DsTypeOfMainDwellings
Census 2022,Municipality,Nyandeni,Other,144,0.2,Eastern Cape,O.R. Tambo,Nyandeni,DsTypeOfMainDwellings
Census 2022,Municipality,Port St Johns,Formal dwelling,20225,66.0,Eastern Cape,O.R. Tambo,Port St Johns,DsTypeOfMainDwellings
Census 2022,Municipality,Port St Johns,Traditional dwelling,9876,32.2,Eastern Cape,O.R. Tambo,Port St Johns,DsTypeOfMainDwellings
Census 2022,Municipality,Port St Johns,Informal dwelling,422,1.4,Eastern Cape,O.R. Tambo,Port St Johns,DsTypeOfMainDwellings
Census 2022,Municipality,Port St Johns,Other,120,0.4,Eastern Cape,O.R. Tambo,Port St Johns,DsTypeOfMainDwellings
Census 2022,Municipality,Blue Crane Route,Formal dwelling,15660,97.2,Eastern Cape,Sarah Baartman,Blue Crane Route,DsTypeOfMainDwellings
Census 2022,Municipality,Blue Crane Route,Traditional dwelling,52,0.3,Eastern Cape,Sarah Baartman,Blue Crane Route,DsTypeOfMainDwellings
Census 2022,Municipality,Blue Crane Route,Informal dwelling,394,2.4,Eastern Cape,Sarah Baartman,Blue Crane Route,DsTypeOfMainDwellings
Census 2022,Municipality,Blue Crane Route,Other,10,0.1,Eastern Cape,Sarah Baartman,Blue Crane Route,DsTypeOfMainDwellings
Census 2022,Municipality,Dr Beyers Naude,Formal dwelling,22668,97.2,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsTypeOfMainDwellings
Census 2022,Municipality,Dr Beyers Naude,Traditional dwelling,65,0.3,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsTypeOfMainDwellings
Census 2022,Municipality,Dr Beyers Naude,Informal dwelling,563,2.4,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsTypeOfMainDwellings
Census 2022,Municipality,Dr Beyers Naude,Other,22,0.1,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsTypeOfMainDwellings
Census 2022,Municipality,Kou-Kamma,Formal dwelling,9031,94.1,Eastern Cape,Sarah Baartman,Kou-Kamma,DsTypeOfMainDwellings
Census 2022,Municipality,Kou-Kamma,Traditional dwelling,47,0.5,Eastern Cape,Sarah Baartman,Kou-Kamma,DsTypeOfMainDwellings
Census 2022,Municipality,Kou-Kamma,Informal dwelling,460,4.8,Eastern Cape,Sarah Baartman,Kou-Kamma,DsTypeOfMainDwellings
Census 2022,Municipality,Kou-Kamma,Other,55,0.6,Eastern Cape,Sarah Baartman,Kou-Kamma,DsTypeOfMainDwellings
Census 2022,Municipality,Kouga,Formal dwelling,24301,84.7,Eastern Cape,Sarah Baartman,Kouga,DsTypeOfMainDwellings
Census 2022,Municipality,Kouga,Traditional dwelling,236,0.8,Eastern Cape,Sarah Baartman,Kouga,DsTypeOfMainDwellings
Census 2022,Municipality,Kouga,Informal dwelling,4070,14.2,Eastern Cape,Sarah Baartman,Kouga,DsTypeOfMainDwellings
Census 2022,Municipality,Kouga,Other,74,0.3,Eastern Cape,Sarah Baartman,Kouga,DsTypeOfMainDwellings
Census 2022,Municipality,Makana,Formal dwelling,26206,89.6,Eastern Cape,Sarah Baartman,Makana,DsTypeOfMainDwellings
Census 2022,Municipality,Makana,Traditional dwelling,338,1.2,Eastern Cape,Sarah Baartman,Makana,DsTypeOfMainDwellings
Census 2022,Municipality,Makana,Informal dwelling,2574,8.8,Eastern Cape,Sarah Baartman,Makana,DsTypeOfMainDwellings
Census 2022,Municipality,Makana,Other,120,0.4,Eastern Cape,Sarah Baartman,Makana,DsTypeOfMainDwellings
Census 2022,Municipality,Ndlambe,Formal dwelling,29493,90.9,Eastern Cape,Sarah Baartman,Ndlambe,DsTypeOfMainDwellings
Census 2022,Municipality,Ndlambe,Traditional dwelling,273,0.8,Eastern Cape,Sarah Baartman,Ndlambe,DsTypeOfMainDwellings
Census 2022,Municipality,Ndlambe,Informal dwelling,2593,8.0,Eastern Cape,Sarah Baartman,Ndlambe,DsTypeOfMainDwellings
Census 2022,Municipality,Ndlambe,Other,80,0.2,Eastern Cape,Sarah Baartman,Ndlambe,DsTypeOfMainDwellings
Census 2022,Municipality,Sundays River Valley,Formal dwelling,16702,87.8,Eastern Cape,Sarah Baartman,Sundays River Valley,DsTypeOfMainDwellings
Census 2022,Municipality,Sundays River Valley,Traditional dwelling,511,2.7,Eastern Cape,Sarah Baartman,Sundays River Valley,DsTypeOfMainDwellings
Census 2022,Municipality,Sundays River Valley,Informal dwelling,1772,9.3,Eastern Cape,Sarah Baartman,Sundays River Valley,DsTypeOfMainDwellings
Census 2022,Municipality,Sundays River Valley,Other,32,0.2,Eastern Cape,Sarah Baartman,Sundays River Valley,DsTypeOfMainDwellings
Census 2022,Municipality,Mafube,Formal dwelling,14303,84.7,Free State,Fezile Dabi,Mafube,DsTypeOfMainDwellings
Census 2022,Municipality,Mafube,Traditional dwelling,216,1.3,Free State,Fezile Dabi,Mafube,DsTypeOfMainDwellings
Census 2022,Municipality,Mafube,Informal dwelling,2351,13.9,Free State,Fezile Dabi,Mafube,DsTypeOfMainDwellings
Census 2022,Municipality,Mafube,Other,26,0.2,Free State,Fezile Dabi,Mafube,DsTypeOfMainDwellings
Census 2022,Municipality,Metsimaholo,Formal dwelling,43311,88.3,Free State,Fezile Dabi,Metsimaholo,DsTypeOfMainDwellings
Census 2022,Municipality,Metsimaholo,Traditional dwelling,215,0.4,Free State,Fezile Dabi,Metsimaholo,DsTypeOfMainDwellings
Census 2022,Municipality,Metsimaholo,Informal dwelling,5364,10.9,Free State,Fezile Dabi,Metsimaholo,DsTypeOfMainDwellings
Census 2022,Municipality,Metsimaholo,Other,170,0.3,Free State,Fezile Dabi,Metsimaholo,DsTypeOfMainDwellings
Census 2022,Municipality,Moqhaka,Formal dwelling,38915,90.9,Free State,Fezile Dabi,Moqhaka,DsTypeOfMainDwellings
Census 2022,Municipality,Moqhaka,Traditional dwelling,202,0.5,Free State,Fezile Dabi,Moqhaka,DsTypeOfMainDwellings
Census 2022,Municipality,Moqhaka,Informal dwelling,3357,7.8,Free State,Fezile Dabi,Moqhaka,DsTypeOfMainDwellings
Census 2022,Municipality,Moqhaka,Other,315,0.7,Free State,Fezile Dabi,Moqhaka,DsTypeOfMainDwellings
Census 2022,Municipality,Ngwathe,Formal dwelling,33560,91.2,Free State,Fezile Dabi,Ngwathe,DsTypeOfMainDwellings
Census 2022,Municipality,Ngwathe,Traditional dwelling,181,0.5,Free State,Fezile Dabi,Ngwathe,DsTypeOfMainDwellings
Census 2022,Municipality,Ngwathe,Informal dwelling,2718,7.4,Free State,Fezile Dabi,Ngwathe,DsTypeOfMainDwellings
Census 2022,Municipality,Ngwathe,Other,335,0.9,Free State,Fezile Dabi,Ngwathe,DsTypeOfMainDwellings
Census 2022,Municipality,Masilonyana,Formal dwelling,16246,91.0,Free State,Lejweleputswa,Masilonyana,DsTypeOfMainDwellings
Census 2022,Municipality,Masilonyana,Traditional dwelling,84,0.5,Free State,Lejweleputswa,Masilonyana,DsTypeOfMainDwellings
Census 2022,Municipality,Masilonyana,Informal dwelling,1316,7.4,Free State,Lejweleputswa,Masilonyana,DsTypeOfMainDwellings
Census 2022,Municipality,Masilonyana,Other,207,1.2,Free State,Lejweleputswa,Masilonyana,DsTypeOfMainDwellings
Census 2022,Municipality,Matjhabeng,Formal dwelling,111125,88.1,Free State,Lejweleputswa,Matjhabeng,DsTypeOfMainDwellings
Census 2022,Municipality,Matjhabeng,Traditional dwelling,440,0.3,Free State,Lejweleputswa,Matjhabeng,DsTypeOfMainDwellings
Census 2022,Municipality,Matjhabeng,Informal dwelling,13987,11.1,Free State,Lejweleputswa,Matjhabeng,DsTypeOfMainDwellings
Census 2022,Municipality,Matjhabeng,Other,516,0.4,Free State,Lejweleputswa,Matjhabeng,DsTypeOfMainDwellings
Census 2022,Municipality,Nala,Formal dwelling,20632,89.6,Free State,Lejweleputswa,Nala,DsTypeOfMainDwellings
Census 2022,Municipality,Nala,Traditional dwelling,99,0.4,Free State,Lejweleputswa,Nala,DsTypeOfMainDwellings
Census 2022,Municipality,Nala,Informal dwelling,2197,9.5,Free State,Lejweleputswa,Nala,DsTypeOfMainDwellings
Census 2022,Municipality,Nala,Other,99,0.4,Free State,Lejweleputswa,Nala,DsTypeOfMainDwellings
Census 2022,Municipality,Tokologo,Formal dwelling,6739,83.6,Free State,Lejweleputswa,Tokologo,DsTypeOfMainDwellings
Census 2022,Municipality,Tokologo,Traditional dwelling,12,0.1,Free State,Lejweleputswa,Tokologo,DsTypeOfMainDwellings
Census 2022,Municipality,Tokologo,Informal dwelling,1125,14.0,Free State,Lejweleputswa,Tokologo,DsTypeOfMainDwellings
Census 2022,Municipality,Tokologo,Other,185,2.3,Free State,Lejweleputswa,Tokologo,DsTypeOfMainDwellings
Census 2022,Municipality,Tswelopele,Formal dwelling,12613,85.2,Free State,Lejweleputswa,Tswelopele,DsTypeOfMainDwellings
Census 2022,Municipality,Tswelopele,Traditional dwelling,111,0.8,Free State,Lejweleputswa,Tswelopele,DsTypeOfMainDwellings
Census 2022,Municipality,Tswelopele,Informal dwelling,1984,13.4,Free State,Lejweleputswa,Tswelopele,DsTypeOfMainDwellings
Census 2022,Municipality,Tswelopele,Other,91,0.6,Free State,Lejweleputswa,Tswelopele,DsTypeOfMainDwellings
Census 2022,Municipality,Mangaung,Formal dwelling,206758,90.1,Free State,Mangaung,Mangaung,DsTypeOfMainDwellings
Census 2022,Municipality,Mangaung,Traditional dwelling,2155,0.9,Free State,Mangaung,Mangaung,DsTypeOfMainDwellings
Census 2022,Municipality,Mangaung,Informal dwelling,19274,8.4,Free State,Mangaung,Mangaung,DsTypeOfMainDwellings
Census 2022,Municipality,Mangaung,Other,1239,0.5,Free State,Mangaung,Mangaung,DsTypeOfMainDwellings
Census 2022,Municipality,Dihlabeng,Formal dwelling,35430,85.4,Free State,Thabo Mofutsanyane,Dihlabeng,DsTypeOfMainDwellings
Census 2022,Municipality,Dihlabeng,Traditional dwelling,646,1.6,Free State,Thabo Mofutsanyane,Dihlabeng,DsTypeOfMainDwellings
Census 2022,Municipality,Dihlabeng,Informal dwelling,5283,12.7,Free State,Thabo Mofutsanyane,Dihlabeng,DsTypeOfMainDwellings
Census 2022,Municipality,Dihlabeng,Other,109,0.3,Free State,Thabo Mofutsanyane,Dihlabeng,DsTypeOfMainDwellings
Census 2022,Municipality,Maluti a Phofung,Formal dwelling,101408,88.1,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsTypeOfMainDwellings
Census 2022,Municipality,Maluti a Phofung,Traditional dwelling,4405,3.8,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsTypeOfMainDwellings
Census 2022,Municipality,Maluti a Phofung,Informal dwelling,8806,7.6,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsTypeOfMainDwellings
Census 2022,Municipality,Maluti a Phofung,Other,531,0.5,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsTypeOfMainDwellings
Census 2022,Municipality,Mantsopa,Formal dwelling,14556,91.1,Free State,Thabo Mofutsanyane,Mantsopa,DsTypeOfMainDwellings
Census 2022,Municipality,Mantsopa,Traditional dwelling,275,1.7,Free State,Thabo Mofutsanyane,Mantsopa,DsTypeOfMainDwellings
Census 2022,Municipality,Mantsopa,Informal dwelling,986,6.2,Free State,Thabo Mofutsanyane,Mantsopa,DsTypeOfMainDwellings
Census 2022,Municipality,Mantsopa,Other,164,1.0,Free State,Thabo Mofutsanyane,Mantsopa,DsTypeOfMainDwellings
Census 2022,Municipality,Nketoana,Formal dwelling,16587,84.0,Free State,Thabo Mofutsanyane,Nketoana,DsTypeOfMainDwellings
Census 2022,Municipality,Nketoana,Traditional dwelling,148,0.8,Free State,Thabo Mofutsanyane,Nketoana,DsTypeOfMainDwellings
Census 2022,Municipality,Nketoana,Informal dwelling,2790,14.1,Free State,Thabo Mofutsanyane,Nketoana,DsTypeOfMainDwellings
Census 2022,Municipality,Nketoana,Other,213,1.1,Free State,Thabo Mofutsanyane,Nketoana,DsTypeOfMainDwellings
Census 2022,Municipality,Phumelela,Formal dwelling,12937,82.9,Free State,Thabo Mofutsanyane,Phumelela,DsTypeOfMainDwellings
Census 2022,Municipality,Phumelela,Traditional dwelling,836,5.4,Free State,Thabo Mofutsanyane,Phumelela,DsTypeOfMainDwellings
Census 2022,Municipality,Phumelela,Informal dwelling,1765,11.3,Free State,Thabo Mofutsanyane,Phumelela,DsTypeOfMainDwellings
Census 2022,Municipality,Phumelela,Other,67,0.4,Free State,Thabo Mofutsanyane,Phumelela,DsTypeOfMainDwellings
Census 2022,Municipality,Setsoto,Formal dwelling,30369,83.3,Free State,Thabo Mofutsanyane,Setsoto,DsTypeOfMainDwellings
Census 2022,Municipality,Setsoto,Traditional dwelling,349,1.0,Free State,Thabo Mofutsanyane,Setsoto,DsTypeOfMainDwellings
Census 2022,Municipality,Setsoto,Informal dwelling,5452,14.9,Free State,Thabo Mofutsanyane,Setsoto,DsTypeOfMainDwellings
Census 2022,Municipality,Setsoto,Other,301,0.8,Free State,Thabo Mofutsanyane,Setsoto,DsTypeOfMainDwellings
Census 2022,Municipality,Kopanong,Formal dwelling,13797,94.6,Free State,Xhariep,Kopanong,DsTypeOfMainDwellings
Census 2022,Municipality,Kopanong,Traditional dwelling,50,0.3,Free State,Xhariep,Kopanong,DsTypeOfMainDwellings
Census 2022,Municipality,Kopanong,Informal dwelling,663,4.6,Free State,Xhariep,Kopanong,DsTypeOfMainDwellings
Census 2022,Municipality,Kopanong,Other,68,0.5,Free State,Xhariep,Kopanong,DsTypeOfMainDwellings
