timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,countsPercentage,Province,District,Municipality,ReportType
Census 2022,Municipality,Great Kei,Piped (tap) water on community stand,24.5,Eastern Cape,Amathole,Great Kei,DsAccessToPipedWaters
Census 2022,Municipality,Great Kei,No access to piped water,25.1,Eastern Cape,Amathole,Great Kei,DsAccessToPipedWaters
Census 2022,Municipality,Mbhashe,Piped (tap) water inside the dwelling,26.7,Eastern Cape,Amathole,Mbhashe,DsAccessToPipedWaters
Census 2022,Municipality,Mbhashe,Piped (tap) water inside the yard,4.9,Eastern Cape,Amathole,Mbhashe,DsAccessToPipedWaters
Census 2022,Municipality,Mbhashe,Piped (tap) water on community stand,19.8,Eastern Cape,Amathole,Mbhashe,DsAccessToPipedWaters
Census 2022,Municipality,Mbhashe,No access to piped water,48.6,Eastern Cape,Amathole,Mbhashe,DsAccessToPipedWaters
Census 2022,Municipality,Mnquma,Piped (tap) water inside the dwelling,33.3,Eastern Cape,Amathole,Mnquma,DsAccessToPipedWaters
Census 2022,Municipality,Mnquma,Piped (tap) water inside the yard,6.1,Eastern Cape,Amathole,Mnquma,DsAccessToPipedWaters
Census 2022,Municipality,Mnquma,Piped (tap) water on community stand,21.6,Eastern Cape,Amathole,Mnquma,DsAccessToPipedWaters
Census 2022,Municipality,Mnquma,No access to piped water,39.0,Eastern Cape,Amathole,Mnquma,DsAccessToPipedWaters
Census 2022,Municipality,Ngqushwa,Piped (tap) water inside the dwelling,29.1,Eastern Cape,Amathole,Ngqushwa,DsAccessToPipedWaters
Census 2022,Municipality,Ngqushwa,Piped (tap) water inside the yard,21.4,Eastern Cape,Amathole,Ngqushwa,DsAccessToPipedWaters
Census 2022,Municipality,Ngqushwa,Piped (tap) water on community stand,23.6,Eastern Cape,Amathole,Ngqushwa,DsAccessToPipedWaters
Census 2022,Municipality,Ngqushwa,No access to piped water,25.9,Eastern Cape,Amathole,Ngqushwa,DsAccessToPipedWaters
Census 2022,Municipality,Raymond Mhlaba,Piped (tap) water inside the dwelling,43.7,Eastern Cape,Amathole,Raymond Mhlaba,DsAccessToPipedWaters
Census 2022,Municipality,Raymond Mhlaba,Piped (tap) water inside the yard,25.5,Eastern Cape,Amathole,Raymond Mhlaba,DsAccessToPipedWaters
Census 2022,Municipality,Raymond Mhlaba,Piped (tap) water on community stand,19.6,Eastern Cape,Amathole,Raymond Mhlaba,DsAccessToPipedWaters
Census 2022,Municipality,Raymond Mhlaba,No access to piped water,11.1,Eastern Cape,Amathole,Raymond Mhlaba,DsAccessToPipedWaters
Census 2022,Municipality,Buffalo City,Piped (tap) water inside the dwelling,65.7,Eastern Cape,Buffalo City,Buffalo City,DsAccessToPipedWaters
Census 2022,Municipality,Buffalo City,Piped (tap) water inside the yard,18.1,Eastern Cape,Buffalo City,Buffalo City,DsAccessToPipedWaters
Census 2022,Municipality,Buffalo City,Piped (tap) water on community stand,13.5,Eastern Cape,Buffalo City,Buffalo City,DsAccessToPipedWaters
Census 2022,Municipality,Buffalo City,No access to piped water,2.8,Eastern Cape,Buffalo City,Buffalo City,DsAccessToPipedWaters
Census 2022,Municipality,Emalahleni,Piped (tap) water inside the dwelling,31.1,Eastern Cape,Chris Hani,Emalahleni,DsAccessToPipedWaters
Census 2022,Municipality,Emalahleni,Piped (tap) water inside the yard,28.7,Eastern Cape,Chris Hani,Emalahleni,DsAccessToPipedWaters
Census 2022,Municipality,Emalahleni,Piped (tap) water on community stand,32.9,Eastern Cape,Chris Hani,Emalahleni,DsAccessToPipedWaters
Census 2022,Municipality,Emalahleni,No access to piped water,7.3,Eastern Cape,Chris Hani,Emalahleni,DsAccessToPipedWaters
Census 2022,Municipality,Engcobo,Piped (tap) water inside the dwelling,28.4,Eastern Cape,Chris Hani,Engcobo,DsAccessToPipedWaters
Census 2022,Municipality,Engcobo,Piped (tap) water inside the yard,5.2,Eastern Cape,Chris Hani,Engcobo,DsAccessToPipedWaters
Census 2022,Municipality,Engcobo,Piped (tap) water on community stand,29.5,Eastern Cape,Chris Hani,Engcobo,DsAccessToPipedWaters
Census 2022,Municipality,Engcobo,No access to piped water,37.0,Eastern Cape,Chris Hani,Engcobo,DsAccessToPipedWaters
Census 2022,Municipality,Enoch Mgijima,Piped (tap) water inside the dwelling,55.0,Eastern Cape,Chris Hani,Enoch Mgijima,DsAccessToPipedWaters
Census 2022,Municipality,Enoch Mgijima,Piped (tap) water inside the yard,27.7,Eastern Cape,Chris Hani,Enoch Mgijima,DsAccessToPipedWaters
Census 2022,Municipality,Enoch Mgijima,Piped (tap) water on community stand,12.5,Eastern Cape,Chris Hani,Enoch Mgijima,DsAccessToPipedWaters
Census 2022,Municipality,Enoch Mgijima,No access to piped water,4.7,Eastern Cape,Chris Hani,Enoch Mgijima,DsAccessToPipedWaters
Census 2022,Municipality,Intsika Yethu,Piped (tap) water inside the dwelling,30.3,Eastern Cape,Chris Hani,Intsika Yethu,DsAccessToPipedWaters
Census 2022,Municipality,Intsika Yethu,Piped (tap) water inside the yard,5.7,Eastern Cape,Chris Hani,Intsika Yethu,DsAccessToPipedWaters
Census 2022,Municipality,Intsika Yethu,Piped (tap) water on community stand,30.4,Eastern Cape,Chris Hani,Intsika Yethu,DsAccessToPipedWaters
Census 2022,Municipality,Intsika Yethu,No access to piped water,33.5,Eastern Cape,Chris Hani,Intsika Yethu,DsAccessToPipedWaters
Census 2022,Municipality,Inxuba Yethemba,Piped (tap) water inside the dwelling,75.6,Eastern Cape,Chris Hani,Inxuba Yethemba,DsAccessToPipedWaters
Census 2022,Municipality,Inxuba Yethemba,Piped (tap) water inside the yard,21.0,Eastern Cape,Chris Hani,Inxuba Yethemba,DsAccessToPipedWaters
Census 2022,Municipality,Inxuba Yethemba,Piped (tap) water on community stand,2.7,Eastern Cape,Chris Hani,Inxuba Yethemba,DsAccessToPipedWaters
Census 2022,Municipality,Inxuba Yethemba,No access to piped water,0.6,Eastern Cape,Chris Hani,Inxuba Yethemba,DsAccessToPipedWaters
Census 2022,Municipality,Sakhisizwe,Piped (tap) water inside the dwelling,37.6,Eastern Cape,Chris Hani,Sakhisizwe,DsAccessToPipedWaters
Census 2022,Municipality,Sakhisizwe,Piped (tap) water inside the yard,33.3,Eastern Cape,Chris Hani,Sakhisizwe,DsAccessToPipedWaters
Census 2022,Municipality,Sakhisizwe,Piped (tap) water on community stand,20.1,Eastern Cape,Chris Hani,Sakhisizwe,DsAccessToPipedWaters
Census 2022,Municipality,Sakhisizwe,No access to piped water,8.9,Eastern Cape,Chris Hani,Sakhisizwe,DsAccessToPipedWaters
Census 2022,Municipality,Elundini,Piped (tap) water inside the dwelling,39.3,Eastern Cape,Joe Gqabi,Elundini,DsAccessToPipedWaters
Census 2022,Municipality,Elundini,Piped (tap) water inside the yard,13.9,Eastern Cape,Joe Gqabi,Elundini,DsAccessToPipedWaters
Census 2022,Municipality,Elundini,Piped (tap) water on community stand,19.6,Eastern Cape,Joe Gqabi,Elundini,DsAccessToPipedWaters
Census 2022,Municipality,Elundini,No access to piped water,27.2,Eastern Cape,Joe Gqabi,Elundini,DsAccessToPipedWaters
Census 2022,Municipality,Senqu,Piped (tap) water inside the dwelling,34.6,Eastern Cape,Joe Gqabi,Senqu,DsAccessToPipedWaters
Census 2022,Municipality,Senqu,Piped (tap) water inside the yard,30.9,Eastern Cape,Joe Gqabi,Senqu,DsAccessToPipedWaters
Census 2022,Municipality,Senqu,Piped (tap) water on community stand,9.1,Eastern Cape,Joe Gqabi,Senqu,DsAccessToPipedWaters
Census 2022,Municipality,Senqu,No access to piped water,25.5,Eastern Cape,Joe Gqabi,Senqu,DsAccessToPipedWaters
Census 2022,Municipality,Walter Sisulu,Piped (tap) water inside the dwelling,66.7,Eastern Cape,Joe Gqabi,Walter Sisulu,DsAccessToPipedWaters
Census 2022,Municipality,Walter Sisulu,Piped (tap) water inside the yard,27.5,Eastern Cape,Joe Gqabi,Walter Sisulu,DsAccessToPipedWaters
Census 2022,Municipality,Walter Sisulu,Piped (tap) water on community stand,4.0,Eastern Cape,Joe Gqabi,Walter Sisulu,DsAccessToPipedWaters
Census 2022,Municipality,Walter Sisulu,No access to piped water,1.8,Eastern Cape,Joe Gqabi,Walter Sisulu,DsAccessToPipedWaters
Census 2022,Municipality,Nelson Mandela Bay,Piped (tap) water inside the dwelling,82.3,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsAccessToPipedWaters
Census 2022,Municipality,Nelson Mandela Bay,Piped (tap) water inside the yard,11.4,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsAccessToPipedWaters
Census 2022,Municipality,Nelson Mandela Bay,Piped (tap) water on community stand,5.4,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsAccessToPipedWaters
Census 2022,Municipality,Nelson Mandela Bay,No access to piped water,0.8,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsAccessToPipedWaters
Census 2022,Municipality,King Sabata Dalindyebo,Piped (tap) water inside the dwelling,42.4,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsAccessToPipedWaters
Census 2022,Municipality,King Sabata Dalindyebo,Piped (tap) water inside the yard,25.0,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsAccessToPipedWaters
Census 2022,Municipality,King Sabata Dalindyebo,Piped (tap) water on community stand,5.4,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsAccessToPipedWaters
Census 2022,Municipality,King Sabata Dalindyebo,No access to piped water,27.2,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsAccessToPipedWaters
Census 2022,Municipality,Mhlontlo,Piped (tap) water inside the dwelling,26.9,Eastern Cape,O.R. Tambo,Mhlontlo,DsAccessToPipedWaters
Census 2022,Municipality,Mhlontlo,Piped (tap) water inside the yard,12.6,Eastern Cape,O.R. Tambo,Mhlontlo,DsAccessToPipedWaters
Census 2022,Municipality,Mhlontlo,Piped (tap) water on community stand,21.7,Eastern Cape,O.R. Tambo,Mhlontlo,DsAccessToPipedWaters
Census 2022,Municipality,Mhlontlo,No access to piped water,38.7,Eastern Cape,O.R. Tambo,Mhlontlo,DsAccessToPipedWaters
Census 2022,Municipality,Ngquza Hill,Piped (tap) water inside the dwelling,17.6,Eastern Cape,O.R. Tambo,Ngquza Hill,DsAccessToPipedWaters
Census 2022,Municipality,Ngquza Hill,Piped (tap) water inside the yard,3.4,Eastern Cape,O.R. Tambo,Ngquza Hill,DsAccessToPipedWaters
Census 2022,Municipality,Ngquza Hill,Piped (tap) water on community stand,7.2,Eastern Cape,O.R. Tambo,Ngquza Hill,DsAccessToPipedWaters
Census 2022,Municipality,Ngquza Hill,No access to piped water,71.8,Eastern Cape,O.R. Tambo,Ngquza Hill,DsAccessToPipedWaters
Census 2022,Municipality,Nyandeni,Piped (tap) water inside the dwelling,23.7,Eastern Cape,O.R. Tambo,Nyandeni,DsAccessToPipedWaters
Census 2022,Municipality,Nyandeni,Piped (tap) water inside the yard,8.2,Eastern Cape,O.R. Tambo,Nyandeni,DsAccessToPipedWaters
Census 2022,Municipality,Nyandeni,Piped (tap) water on community stand,14.2,Eastern Cape,O.R. Tambo,Nyandeni,DsAccessToPipedWaters
Census 2022,Municipality,Nyandeni,No access to piped water,54.0,Eastern Cape,O.R. Tambo,Nyandeni,DsAccessToPipedWaters
Census 2022,Municipality,Port St Johns,Piped (tap) water inside the dwelling,19.0,Eastern Cape,O.R. Tambo,Port St Johns,DsAccessToPipedWaters
Census 2022,Municipality,Port St Johns,Piped (tap) water inside the yard,5.3,Eastern Cape,O.R. Tambo,Port St Johns,DsAccessToPipedWaters
Census 2022,Municipality,Port St Johns,Piped (tap) water on community stand,19.9,Eastern Cape,O.R. Tambo,Port St Johns,DsAccessToPipedWaters
Census 2022,Municipality,Port St Johns,No access to piped water,55.8,Eastern Cape,O.R. Tambo,Port St Johns,DsAccessToPipedWaters
Census 2022,Municipality,Blue Crane Route,Piped (tap) water inside the dwelling,56.6,Eastern Cape,Sarah Baartman,Blue Crane Route,DsAccessToPipedWaters
Census 2022,Municipality,Blue Crane Route,Piped (tap) water inside the yard,30.9,Eastern Cape,Sarah Baartman,Blue Crane Route,DsAccessToPipedWaters
Census 2022,Municipality,Blue Crane Route,Piped (tap) water on community stand,2.2,Eastern Cape,Sarah Baartman,Blue Crane Route,DsAccessToPipedWaters
Census 2022,Municipality,Blue Crane Route,No access to piped water,10.4,Eastern Cape,Sarah Baartman,Blue Crane Route,DsAccessToPipedWaters
Census 2022,Municipality,Dr Beyers Naude,Piped (tap) water inside the dwelling,66.9,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsAccessToPipedWaters
Census 2022,Municipality,Dr Beyers Naude,Piped (tap) water inside the yard,31.3,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsAccessToPipedWaters
Census 2022,Municipality,Dr Beyers Naude,Piped (tap) water on community stand,1.3,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsAccessToPipedWaters
Census 2022,Municipality,Dr Beyers Naude,No access to piped water,0.6,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsAccessToPipedWaters
Census 2022,Municipality,Kou-Kamma,Piped (tap) water inside the dwelling,84.2,Eastern Cape,Sarah Baartman,Kou-Kamma,DsAccessToPipedWaters
Census 2022,Municipality,Kou-Kamma,Piped (tap) water inside the yard,11.0,Eastern Cape,Sarah Baartman,Kou-Kamma,DsAccessToPipedWaters
Census 2022,Municipality,Kou-Kamma,Piped (tap) water on community stand,3.0,Eastern Cape,Sarah Baartman,Kou-Kamma,DsAccessToPipedWaters
Census 2022,Municipality,Kou-Kamma,No access to piped water,1.8,Eastern Cape,Sarah Baartman,Kou-Kamma,DsAccessToPipedWaters
Census 2022,Municipality,Kouga,Piped (tap) water inside the dwelling,72.2,Eastern Cape,Sarah Baartman,Kouga,DsAccessToPipedWaters
Census 2022,Municipality,Kouga,Piped (tap) water inside the yard,16.1,Eastern Cape,Sarah Baartman,Kouga,DsAccessToPipedWaters
Census 2022,Municipality,Kouga,Piped (tap) water on community stand,9.6,Eastern Cape,Sarah Baartman,Kouga,DsAccessToPipedWaters
Census 2022,Municipality,Kouga,No access to piped water,2.1,Eastern Cape,Sarah Baartman,Kouga,DsAccessToPipedWaters
Census 2022,Municipality,Makana,Piped (tap) water inside the dwelling,63.7,Eastern Cape,Sarah Baartman,Makana,DsAccessToPipedWaters
Census 2022,Municipality,Makana,Piped (tap) water inside the yard,26.1,Eastern Cape,Sarah Baartman,Makana,DsAccessToPipedWaters
Census 2022,Municipality,Makana,Piped (tap) water on community stand,8.3,Eastern Cape,Sarah Baartman,Makana,DsAccessToPipedWaters
Census 2022,Municipality,Makana,No access to piped water,2.0,Eastern Cape,Sarah Baartman,Makana,DsAccessToPipedWaters
Census 2022,Municipality,Ndlambe,Piped (tap) water inside the dwelling,59.6,Eastern Cape,Sarah Baartman,Ndlambe,DsAccessToPipedWaters
Census 2022,Municipality,Ndlambe,Piped (tap) water inside the yard,30.8,Eastern Cape,Sarah Baartman,Ndlambe,DsAccessToPipedWaters
Census 2022,Municipality,Ndlambe,Piped (tap) water on community stand,6.9,Eastern Cape,Sarah Baartman,Ndlambe,DsAccessToPipedWaters
Census 2022,Municipality,Ndlambe,No access to piped water,2.7,Eastern Cape,Sarah Baartman,Ndlambe,DsAccessToPipedWaters
Census 2022,Municipality,Sundays River Valley,Piped (tap) water inside the dwelling,55.3,Eastern Cape,Sarah Baartman,Sundays River Valley,DsAccessToPipedWaters
Census 2022,Municipality,Sundays River Valley,Piped (tap) water inside the yard,28.9,Eastern Cape,Sarah Baartman,Sundays River Valley,DsAccessToPipedWaters
Census 2022,Municipality,Sundays River Valley,Piped (tap) water on community stand,9.1,Eastern Cape,Sarah Baartman,Sundays River Valley,DsAccessToPipedWaters
Census 2022,Municipality,Sundays River Valley,No access to piped water,6.7,Eastern Cape,Sarah Baartman,Sundays River Valley,DsAccessToPipedWaters
Census 2022,Municipality,Mafube,Piped (tap) water inside the dwelling,48.8,Free State,Fezile Dabi,Mafube,DsAccessToPipedWaters
Census 2022,Municipality,Mafube,Piped (tap) water inside the yard,45.9,Free State,Fezile Dabi,Mafube,DsAccessToPipedWaters
Census 2022,Municipality,Mafube,Piped (tap) water on community stand,2.3,Free State,Fezile Dabi,Mafube,DsAccessToPipedWaters
Census 2022,Municipality,Mafube,No access to piped water,3.1,Free State,Fezile Dabi,Mafube,DsAccessToPipedWaters
Census 2022,Municipality,Metsimaholo,Piped (tap) water inside the dwelling,66.8,Free State,Fezile Dabi,Metsimaholo,DsAccessToPipedWaters
Census 2022,Municipality,Metsimaholo,Piped (tap) water inside the yard,25.3,Free State,Fezile Dabi,Metsimaholo,DsAccessToPipedWaters
Census 2022,Municipality,Metsimaholo,Piped (tap) water on community stand,6.3,Free State,Fezile Dabi,Metsimaholo,DsAccessToPipedWaters
Census 2022,Municipality,Metsimaholo,No access to piped water,1.6,Free State,Fezile Dabi,Metsimaholo,DsAccessToPipedWaters
Census 2022,Municipality,Moqhaka,Piped (tap) water inside the dwelling,64.2,Free State,Fezile Dabi,Moqhaka,DsAccessToPipedWaters
Census 2022,Municipality,Moqhaka,Piped (tap) water inside the yard,32.3,Free State,Fezile Dabi,Moqhaka,DsAccessToPipedWaters
Census 2022,Municipality,Moqhaka,Piped (tap) water on community stand,2.1,Free State,Fezile Dabi,Moqhaka,DsAccessToPipedWaters
Census 2022,Municipality,Moqhaka,No access to piped water,1.4,Free State,Fezile Dabi,Moqhaka,DsAccessToPipedWaters
Census 2022,Municipality,Ngwathe,Piped (tap) water inside the dwelling,53.6,Free State,Fezile Dabi,Ngwathe,DsAccessToPipedWaters
Census 2022,Municipality,Ngwathe,Piped (tap) water inside the yard,41.0,Free State,Fezile Dabi,Ngwathe,DsAccessToPipedWaters
Census 2022,Municipality,Ngwathe,Piped (tap) water on community stand,3.8,Free State,Fezile Dabi,Ngwathe,DsAccessToPipedWaters
Census 2022,Municipality,Ngwathe,No access to piped water,1.6,Free State,Fezile Dabi,Ngwathe,DsAccessToPipedWaters
Census 2022,Municipality,Masilonyana,Piped (tap) water inside the dwelling,39.8,Free State,Lejweleputswa,Masilonyana,DsAccessToPipedWaters
Census 2022,Municipality,Masilonyana,Piped (tap) water inside the yard,55.7,Free State,Lejweleputswa,Masilonyana,DsAccessToPipedWaters
Census 2022,Municipality,Masilonyana,Piped (tap) water on community stand,1.8,Free State,Lejweleputswa,Masilonyana,DsAccessToPipedWaters
Census 2022,Municipality,Masilonyana,No access to piped water,2.7,Free State,Lejweleputswa,Masilonyana,DsAccessToPipedWaters
Census 2022,Municipality,Matjhabeng,Piped (tap) water inside the dwelling,61.4,Free State,Lejweleputswa,Matjhabeng,DsAccessToPipedWaters
Census 2022,Municipality,Matjhabeng,Piped (tap) water inside the yard,30.9,Free State,Lejweleputswa,Matjhabeng,DsAccessToPipedWaters
Census 2022,Municipality,Matjhabeng,Piped (tap) water on community stand,5.5,Free State,Lejweleputswa,Matjhabeng,DsAccessToPipedWaters
Census 2022,Municipality,Matjhabeng,No access to piped water,2.3,Free State,Lejweleputswa,Matjhabeng,DsAccessToPipedWaters
Census 2022,Municipality,Nala,Piped (tap) water inside the dwelling,42.0,Free State,Lejweleputswa,Nala,DsAccessToPipedWaters
Census 2022,Municipality,Nala,Piped (tap) water inside the yard,51.7,Free State,Lejweleputswa,Nala,DsAccessToPipedWaters
Census 2022,Municipality,Nala,Piped (tap) water on community stand,5.3,Free State,Lejweleputswa,Nala,DsAccessToPipedWaters
Census 2022,Municipality,Nala,No access to piped water,0.9,Free State,Lejweleputswa,Nala,DsAccessToPipedWaters
Census 2022,Municipality,Tokologo,Piped (tap) water inside the dwelling,29.7,Free State,Lejweleputswa,Tokologo,DsAccessToPipedWaters
Census 2022,Municipality,Tokologo,Piped (tap) water inside the yard,61.1,Free State,Lejweleputswa,Tokologo,DsAccessToPipedWaters
Census 2022,Municipality,Tokologo,Piped (tap) water on community stand,7.8,Free State,Lejweleputswa,Tokologo,DsAccessToPipedWaters
Census 2022,Municipality,Tokologo,No access to piped water,1.4,Free State,Lejweleputswa,Tokologo,DsAccessToPipedWaters
Census 2022,Municipality,Tswelopele,Piped (tap) water inside the dwelling,34.3,Free State,Lejweleputswa,Tswelopele,DsAccessToPipedWaters
Census 2022,Municipality,Tswelopele,Piped (tap) water inside the yard,63.2,Free State,Lejweleputswa,Tswelopele,DsAccessToPipedWaters
Census 2022,Municipality,Tswelopele,Piped (tap) water on community stand,1.9,Free State,Lejweleputswa,Tswelopele,DsAccessToPipedWaters
Census 2022,Municipality,Tswelopele,No access to piped water,0.7,Free State,Lejweleputswa,Tswelopele,DsAccessToPipedWaters
Census 2022,Municipality,Mangaung,Piped (tap) water inside the dwelling,47.3,Free State,Mangaung,Mangaung,DsAccessToPipedWaters
Census 2022,Municipality,Mangaung,Piped (tap) water inside the yard,43.7,Free State,Mangaung,Mangaung,DsAccessToPipedWaters
Census 2022,Municipality,Mangaung,Piped (tap) water on community stand,6.4,Free State,Mangaung,Mangaung,DsAccessToPipedWaters
Census 2022,Municipality,Mangaung,No access to piped water,2.7,Free State,Mangaung,Mangaung,DsAccessToPipedWaters
Census 2022,Municipality,Dihlabeng,Piped (tap) water inside the dwelling,56.7,Free State,Thabo Mofutsanyane,Dihlabeng,DsAccessToPipedWaters
Census 2022,Municipality,Dihlabeng,Piped (tap) water inside the yard,37.5,Free State,Thabo Mofutsanyane,Dihlabeng,DsAccessToPipedWaters
Census 2022,Municipality,Dihlabeng,Piped (tap) water on community stand,3.9,Free State,Thabo Mofutsanyane,Dihlabeng,DsAccessToPipedWaters
Census 2022,Municipality,Dihlabeng,No access to piped water,1.9,Free State,Thabo Mofutsanyane,Dihlabeng,DsAccessToPipedWaters
Census 2022,Municipality,Maluti a Phofung,Piped (tap) water inside the dwelling,36.2,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsAccessToPipedWaters
Census 2022,Municipality,Maluti a Phofung,Piped (tap) water inside the yard,55.0,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsAccessToPipedWaters
Census 2022,Municipality,Maluti a Phofung,Piped (tap) water on community stand,3.1,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsAccessToPipedWaters
Census 2022,Municipality,Maluti a Phofung,No access to piped water,5.8,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsAccessToPipedWaters
Census 2022,Municipality,Mantsopa,Piped (tap) water inside the dwelling,41.6,Free State,Thabo Mofutsanyane,Mantsopa,DsAccessToPipedWaters
Census 2022,Municipality,Mantsopa,Piped (tap) water inside the yard,50.0,Free State,Thabo Mofutsanyane,Mantsopa,DsAccessToPipedWaters
Census 2022,Municipality,Mantsopa,Piped (tap) water on community stand,4.3,Free State,Thabo Mofutsanyane,Mantsopa,DsAccessToPipedWaters
Census 2022,Municipality,Mantsopa,No access to piped water,4.1,Free State,Thabo Mofutsanyane,Mantsopa,DsAccessToPipedWaters
Census 2022,Municipality,Nketoana,Piped (tap) water inside the dwelling,37.1,Free State,Thabo Mofutsanyane,Nketoana,DsAccessToPipedWaters
Census 2022,Municipality,Nketoana,Piped (tap) water inside the yard,51.2,Free State,Thabo Mofutsanyane,Nketoana,DsAccessToPipedWaters
Census 2022,Municipality,Nketoana,Piped (tap) water on community stand,7.1,Free State,Thabo Mofutsanyane,Nketoana,DsAccessToPipedWaters
Census 2022,Municipality,Nketoana,No access to piped water,4.6,Free State,Thabo Mofutsanyane,Nketoana,DsAccessToPipedWaters
Census 2022,Municipality,Phumelela,Piped (tap) water inside the dwelling,43.5,Free State,Thabo Mofutsanyane,Phumelela,DsAccessToPipedWaters
Census 2022,Municipality,Phumelela,Piped (tap) water inside the yard,43.7,Free State,Thabo Mofutsanyane,Phumelela,DsAccessToPipedWaters
Census 2022,Municipality,Phumelela,Piped (tap) water on community stand,5.0,Free State,Thabo Mofutsanyane,Phumelela,DsAccessToPipedWaters
Census 2022,Municipality,Phumelela,No access to piped water,7.8,Free State,Thabo Mofutsanyane,Phumelela,DsAccessToPipedWaters
Census 2022,Municipality,Setsoto,Piped (tap) water inside the dwelling,36.9,Free State,Thabo Mofutsanyane,Setsoto,DsAccessToPipedWaters
Census 2022,Municipality,Setsoto,Piped (tap) water inside the yard,56.6,Free State,Thabo Mofutsanyane,Setsoto,DsAccessToPipedWaters
