timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,counts,countsPercentage,Province,District,Municipality,ReportType
Census 2022,Municipality,Umzimvubu,Paraffin,1944,3.8,Eastern Cape,Alfred Nzo,Umzimvubu,DsEnergyForCookings
Census 2022,Municipality,Umzimvubu,Wood,6538,12.6,Eastern Cape,Alfred Nzo,Umzimvubu,DsEnergyForCookings
Census 2022,Municipality,Umzimvubu,Coal,33,0.1,Eastern Cape,Alfred Nzo,Umzimvubu,DsEnergyForCookings
Census 2022,Municipality,Umzimvubu,Animal dung,48,0.1,Eastern Cape,Alfred Nzo,Umzimvubu,DsEnergyForCookings
Census 2022,Municipality,Umzimvubu,Solar,49,0.1,Eastern Cape,Alfred Nzo,Umzimvubu,DsEnergyForCookings
Census 2022,Municipality,Umzimvubu,Other,22,0.0,Eastern Cape,Alfred Nzo,Umzimvubu,DsEnergyForCookings
Census 2022,Municipality,Umzimvubu,None,103,0.2,Eastern Cape,Alfred Nzo,Umzimvubu,DsEnergyForCookings
Census 2022,Municipality,Winnie Madikizela-Mandela,Electricity from mains,30673,49.1,Eastern Cape,Alfred Nzo,Winnie Madikizela-Mandela,DsEnergyForCookings
Census 2022,Municipality,Winnie Madikizela-Mandela,Gas,11519,18.4,Eastern Cape,Alfred Nzo,Winnie Madikizela-Mandela,DsEnergyForCookings
Census 2022,Municipality,Winnie Madikizela-Mandela,Paraffin,761,1.2,Eastern Cape,Alfred Nzo,Winnie Madikizela-Mandela,DsEnergyForCookings
Census 2022,Municipality,Winnie Madikizela-Mandela,Wood,19224,30.8,Eastern Cape,Alfred Nzo,Winnie Madikizela-Mandela,DsEnergyForCookings
Census 2022,Municipality,Winnie Madikizela-Mandela,Coal,95,0.2,Eastern Cape,Alfred Nzo,Winnie Madikizela-Mandela,DsEnergyForCookings
Census 2022,Municipality,Winnie Madikizela-Mandela,Animal dung,10,0.0,Eastern Cape,Alfred Nzo,Winnie Madikizela-Mandela,DsEnergyForCookings
Census 2022,Municipality,Winnie Madikizela-Mandela,Solar,37,0.1,Eastern Cape,Alfred Nzo,Winnie Madikizela-Mandela,DsEnergyForCookings
Census 2022,Municipality,Winnie Madikizela-Mandela,Other,49,0.1,Eastern Cape,Alfred Nzo,Winnie Madikizela-Mandela,DsEnergyForCookings
Census 2022,Municipality,Winnie Madikizela-Mandela,None,111,0.2,Eastern Cape,Alfred Nzo,Winnie Madikizela-Mandela,DsEnergyForCookings
Census 2022,Municipality,Amahlathi,Electricity from mains,23323,69.4,Eastern Cape,Amathole,Amahlathi,DsEnergyForCookings
Census 2022,Municipality,Amahlathi,Gas,7942,23.6,Eastern Cape,Amathole,Amahlathi,DsEnergyForCookings
Census 2022,Municipality,Amahlathi,Paraffin,1085,3.2,Eastern Cape,Amathole,Amahlathi,DsEnergyForCookings
Census 2022,Municipality,Amahlathi,Wood,1157,3.4,Eastern Cape,Amathole,Amahlathi,DsEnergyForCookings
Census 2022,Municipality,Amahlathi,Coal,20,0.1,Eastern Cape,Amathole,Amahlathi,DsEnergyForCookings
Census 2022,Municipality,Amahlathi,Animal dung,6,0.0,Eastern Cape,Amathole,Amahlathi,DsEnergyForCookings
Census 2022,Municipality,Amahlathi,Solar,26,0.1,Eastern Cape,Amathole,Amahlathi,DsEnergyForCookings
Census 2022,Municipality,Amahlathi,Other,15,0.0,Eastern Cape,Amathole,Amahlathi,DsEnergyForCookings
Census 2022,Municipality,Amahlathi,None,47,0.1,Eastern Cape,Amathole,Amahlathi,DsEnergyForCookings
Census 2022,Municipality,Great Kei,Electricity from mains,6874,56.8,Eastern Cape,Amathole,Great Kei,DsEnergyForCookings
Census 2022,Municipality,Great Kei,Gas,4237,35.0,Eastern Cape,Amathole,Great Kei,DsEnergyForCookings
Census 2022,Municipality,Great Kei,Paraffin,523,4.3,Eastern Cape,Amathole,Great Kei,DsEnergyForCookings
Census 2022,Municipality,Great Kei,Wood,414,3.4,Eastern Cape,Amathole,Great Kei,DsEnergyForCookings
Census 2022,Municipality,Great Kei,Coal,8,0.1,Eastern Cape,Amathole,Great Kei,DsEnergyForCookings
Census 2022,Municipality,Great Kei,Animal dung,0,0.0,Eastern Cape,Amathole,Great Kei,DsEnergyForCookings
Census 2022,Municipality,Great Kei,Solar,14,0.1,Eastern Cape,Amathole,Great Kei,DsEnergyForCookings
Census 2022,Municipality,Great Kei,Other,7,0.1,Eastern Cape,Amathole,Great Kei,DsEnergyForCookings
Census 2022,Municipality,Great Kei,None,16,0.1,Eastern Cape,Amathole,Great Kei,DsEnergyForCookings
Census 2022,Municipality,Mbhashe,Electricity from mains,31467,59.7,Eastern Cape,Amathole,Mbhashe,DsEnergyForCookings
Census 2022,Municipality,Mbhashe,Gas,14141,26.8,Eastern Cape,Amathole,Mbhashe,DsEnergyForCookings
Census 2022,Municipality,Mbhashe,Paraffin,2651,5.0,Eastern Cape,Amathole,Mbhashe,DsEnergyForCookings
Census 2022,Municipality,Mbhashe,Wood,4259,8.1,Eastern Cape,Amathole,Mbhashe,DsEnergyForCookings
Census 2022,Municipality,Mbhashe,Coal,49,0.1,Eastern Cape,Amathole,Mbhashe,DsEnergyForCookings
Census 2022,Municipality,Mbhashe,Animal dung,41,0.1,Eastern Cape,Amathole,Mbhashe,DsEnergyForCookings
Census 2022,Municipality,Mbhashe,Solar,16,0.0,Eastern Cape,Amathole,Mbhashe,DsEnergyForCookings
Census 2022,Municipality,Mbhashe,Other,17,0.0,Eastern Cape,Amathole,Mbhashe,DsEnergyForCookings
Census 2022,Municipality,Mbhashe,None,73,0.1,Eastern Cape,Amathole,Mbhashe,DsEnergyForCookings
Census 2022,Municipality,Mnquma,Electricity from mains,43375,66.5,Eastern Cape,Amathole,Mnquma,DsEnergyForCookings
Census 2022,Municipality,Mnquma,Gas,16355,25.1,Eastern Cape,Amathole,Mnquma,DsEnergyForCookings
Census 2022,Municipality,Mnquma,Paraffin,2428,3.7,Eastern Cape,Amathole,Mnquma,DsEnergyForCookings
Census 2022,Municipality,Mnquma,Wood,2790,4.3,Eastern Cape,Amathole,Mnquma,DsEnergyForCookings
Census 2022,Municipality,Mnquma,Coal,13,0.0,Eastern Cape,Amathole,Mnquma,DsEnergyForCookings
Census 2022,Municipality,Mnquma,Animal dung,51,0.1,Eastern Cape,Amathole,Mnquma,DsEnergyForCookings
Census 2022,Municipality,Mnquma,Solar,73,0.1,Eastern Cape,Amathole,Mnquma,DsEnergyForCookings
Census 2022,Municipality,Mnquma,Other,35,0.1,Eastern Cape,Amathole,Mnquma,DsEnergyForCookings
Census 2022,Municipality,Mnquma,None,101,0.2,Eastern Cape,Amathole,Mnquma,DsEnergyForCookings
Census 2022,Municipality,Ngqushwa,Electricity from mains,17171,68.9,Eastern Cape,Amathole,Ngqushwa,DsEnergyForCookings
Census 2022,Municipality,Ngqushwa,Gas,6461,25.9,Eastern Cape,Amathole,Ngqushwa,DsEnergyForCookings
Census 2022,Municipality,Ngqushwa,Paraffin,365,1.5,Eastern Cape,Amathole,Ngqushwa,DsEnergyForCookings
Census 2022,Municipality,Ngqushwa,Wood,850,3.4,Eastern Cape,Amathole,Ngqushwa,DsEnergyForCookings
Census 2022,Municipality,Ngqushwa,Coal,15,0.1,Eastern Cape,Amathole,Ngqushwa,DsEnergyForCookings
Census 2022,Municipality,Ngqushwa,Animal dung,5,0.0,Eastern Cape,Amathole,Ngqushwa,DsEnergyForCookings
Census 2022,Municipality,Ngqushwa,Solar,7,0.0,Eastern Cape,Amathole,Ngqushwa,DsEnergyForCookings
Census 2022,Municipality,Ngqushwa,Other,10,0.0,Eastern Cape,Amathole,Ngqushwa,DsEnergyForCookings
Census 2022,Municipality,Ngqushwa,None,28,0.1,Eastern Cape,Amathole,Ngqushwa,DsEnergyForCookings
Census 2022,Municipality,Raymond Mhlaba,Electricity from mains,39586,74.6,Eastern Cape,Amathole,Raymond Mhlaba,DsEnergyForCookings
Census 2022,Municipality,Raymond Mhlaba,Gas,11133,21.0,Eastern Cape,Amathole,Raymond Mhlaba,DsEnergyForCookings
Census 2022,Municipality,Raymond Mhlaba,Paraffin,529,1.0,Eastern Cape,Amathole,Raymond Mhlaba,DsEnergyForCookings
Census 2022,Municipality,Raymond Mhlaba,Wood,1585,3.0,Eastern Cape,Amathole,Raymond Mhlaba,DsEnergyForCookings
Census 2022,Municipality,Raymond Mhlaba,Coal,41,0.1,Eastern Cape,Amathole,Raymond Mhlaba,DsEnergyForCookings
Census 2022,Municipality,Raymond Mhlaba,Animal dung,12,0.0,Eastern Cape,Amathole,Raymond Mhlaba,DsEnergyForCookings
Census 2022,Municipality,Raymond Mhlaba,Solar,48,0.1,Eastern Cape,Amathole,Raymond Mhlaba,DsEnergyForCookings
Census 2022,Municipality,Raymond Mhlaba,Other,29,0.1,Eastern Cape,Amathole,Raymond Mhlaba,DsEnergyForCookings
Census 2022,Municipality,Raymond Mhlaba,None,83,0.2,Eastern Cape,Amathole,Raymond Mhlaba,DsEnergyForCookings
Census 2022,Municipality,Buffalo City,Electricity from mains,176849,65.9,Eastern Cape,Buffalo City,Buffalo City,DsEnergyForCookings
Census 2022,Municipality,Buffalo City,Gas,76992,28.7,Eastern Cape,Buffalo City,Buffalo City,DsEnergyForCookings
Census 2022,Municipality,Buffalo City,Paraffin,11406,4.2,Eastern Cape,Buffalo City,Buffalo City,DsEnergyForCookings
Census 2022,Municipality,Buffalo City,Wood,1597,0.6,Eastern Cape,Buffalo City,Buffalo City,DsEnergyForCookings
Census 2022,Municipality,Buffalo City,Coal,75,0.0,Eastern Cape,Buffalo City,Buffalo City,DsEnergyForCookings
Census 2022,Municipality,Buffalo City,Animal dung,27,0.0,Eastern Cape,Buffalo City,Buffalo City,DsEnergyForCookings
Census 2022,Municipality,Buffalo City,Solar,53,0.0,Eastern Cape,Buffalo City,Buffalo City,DsEnergyForCookings
Census 2022,Municipality,Buffalo City,Other,921,0.3,Eastern Cape,Buffalo City,Buffalo City,DsEnergyForCookings
Census 2022,Municipality,Buffalo City,None,517,0.2,Eastern Cape,Buffalo City,Buffalo City,DsEnergyForCookings
Census 2022,Municipality,Emalahleni,Electricity from mains,22744,69.4,Eastern Cape,Chris Hani,Emalahleni,DsEnergyForCookings
Census 2022,Municipality,Emalahleni,Gas,8037,24.5,Eastern Cape,Chris Hani,Emalahleni,DsEnergyForCookings
Census 2022,Municipality,Emalahleni,Paraffin,901,2.7,Eastern Cape,Chris Hani,Emalahleni,DsEnergyForCookings
Census 2022,Municipality,Emalahleni,Wood,850,2.6,Eastern Cape,Chris Hani,Emalahleni,DsEnergyForCookings
Census 2022,Municipality,Emalahleni,Coal,7,0.0,Eastern Cape,Chris Hani,Emalahleni,DsEnergyForCookings
Census 2022,Municipality,Emalahleni,Animal dung,26,0.1,Eastern Cape,Chris Hani,Emalahleni,DsEnergyForCookings
Census 2022,Municipality,Emalahleni,Solar,1,0.0,Eastern Cape,Chris Hani,Emalahleni,DsEnergyForCookings
Census 2022,Municipality,Emalahleni,Other,48,0.1,Eastern Cape,Chris Hani,Emalahleni,DsEnergyForCookings
Census 2022,Municipality,Emalahleni,None,157,0.5,Eastern Cape,Chris Hani,Emalahleni,DsEnergyForCookings
Census 2022,Municipality,Engcobo,Electricity from mains,14614,60.1,Eastern Cape,Chris Hani,Engcobo,DsEnergyForCookings
Census 2022,Municipality,Engcobo,Gas,7006,28.8,Eastern Cape,Chris Hani,Engcobo,DsEnergyForCookings
Census 2022,Municipality,Engcobo,Paraffin,803,3.3,Eastern Cape,Chris Hani,Engcobo,DsEnergyForCookings
Census 2022,Municipality,Engcobo,Wood,1641,6.8,Eastern Cape,Chris Hani,Engcobo,DsEnergyForCookings
Census 2022,Municipality,Engcobo,Coal,15,0.1,Eastern Cape,Chris Hani,Engcobo,DsEnergyForCookings
Census 2022,Municipality,Engcobo,Animal dung,83,0.3,Eastern Cape,Chris Hani,Engcobo,DsEnergyForCookings
Census 2022,Municipality,Engcobo,Solar,17,0.1,Eastern Cape,Chris Hani,Engcobo,DsEnergyForCookings
Census 2022,Municipality,Engcobo,Other,5,0.0,Eastern Cape,Chris Hani,Engcobo,DsEnergyForCookings
Census 2022,Municipality,Engcobo,None,122,0.5,Eastern Cape,Chris Hani,Engcobo,DsEnergyForCookings
Census 2022,Municipality,Enoch Mgijima,Electricity from mains,72024,74.4,Eastern Cape,Chris Hani,Enoch Mgijima,DsEnergyForCookings
Census 2022,Municipality,Enoch Mgijima,Gas,21169,21.9,Eastern Cape,Chris Hani,Enoch Mgijima,DsEnergyForCookings
Census 2022,Municipality,Enoch Mgijima,Paraffin,2628,2.7,Eastern Cape,Chris Hani,Enoch Mgijima,DsEnergyForCookings
Census 2022,Municipality,Enoch Mgijima,Wood,712,0.7,Eastern Cape,Chris Hani,Enoch Mgijima,DsEnergyForCookings
Census 2022,Municipality,Enoch Mgijima,Coal,19,0.0,Eastern Cape,Chris Hani,Enoch Mgijima,DsEnergyForCookings
Census 2022,Municipality,Enoch Mgijima,Animal dung,19,0.0,Eastern Cape,Chris Hani,Enoch Mgijima,DsEnergyForCookings
Census 2022,Municipality,Enoch Mgijima,Solar,30,0.0,Eastern Cape,Chris Hani,Enoch Mgijima,DsEnergyForCookings
Census 2022,Municipality,Enoch Mgijima,Other,41,0.0,Eastern Cape,Chris Hani,Enoch Mgijima,DsEnergyForCookings
Census 2022,Municipality,Enoch Mgijima,None,149,0.2,Eastern Cape,Chris Hani,Enoch Mgijima,DsEnergyForCookings
Census 2022,Municipality,Intsika Yethu,Electricity from mains,19785,61.4,Eastern Cape,Chris Hani,Intsika Yethu,DsEnergyForCookings
Census 2022,Municipality,Intsika Yethu,Gas,10333,32.1,Eastern Cape,Chris Hani,Intsika Yethu,DsEnergyForCookings
Census 2022,Municipality,Intsika Yethu,Paraffin,792,2.5,Eastern Cape,Chris Hani,Intsika Yethu,DsEnergyForCookings
Census 2022,Municipality,Intsika Yethu,Wood,1172,3.6,Eastern Cape,Chris Hani,Intsika Yethu,DsEnergyForCookings
Census 2022,Municipality,Intsika Yethu,Coal,15,0.0,Eastern Cape,Chris Hani,Intsika Yethu,DsEnergyForCookings
Census 2022,Municipality,Intsika Yethu,Animal dung,72,0.2,Eastern Cape,Chris Hani,Intsika Yethu,DsEnergyForCookings
Census 2022,Municipality,Intsika Yethu,Solar,2,0.0,Eastern Cape,Chris Hani,Intsika Yethu,DsEnergyForCookings
Census 2022,Municipality,Intsika Yethu,Other,19,0.1,Eastern Cape,Chris Hani,Intsika Yethu,DsEnergyForCookings
Census 2022,Municipality,Intsika Yethu,None,36,0.1,Eastern Cape,Chris Hani,Intsika Yethu,DsEnergyForCookings
Census 2022,Municipality,Inxuba Yethemba,Electricity from mains,17672,76.9,Eastern Cape,Chris Hani,Inxuba Yethemba,DsEnergyForCookings
Census 2022,Municipality,Inxuba Yethemba,Gas,4901,21.3,Eastern Cape,Chris Hani,Inxuba Yethemba,DsEnergyForCookings
Census 2022,Municipality,Inxuba Yethemba,Paraffin,158,0.7,Eastern Cape,Chris Hani,Inxuba Yethemba,DsEnergyForCookings
Census 2022,Municipality,Inxuba Yethemba,Wood,193,0.8,Eastern Cape,Chris Hani,Inxuba Yethemba,DsEnergyForCookings
Census 2022,Municipality,Inxuba Yethemba,Coal,10,0.0,Eastern Cape,Chris Hani,Inxuba Yethemba,DsEnergyForCookings
Census 2022,Municipality,Inxuba Yethemba,Animal dung,0,0.0,Eastern Cape,Chris Hani,Inxuba Yethemba,DsEnergyForCookings
Census 2022,Municipality,Inxuba Yethemba,Solar,16,0.1,Eastern Cape,Chris Hani,Inxuba Yethemba,DsEnergyForCookings
Census 2022,Municipality,Inxuba Yethemba,Other,10,0.0,Eastern Cape,Chris Hani,Inxuba Yethemba,DsEnergyForCookings
Census 2022,Municipality,Inxuba Yethemba,None,32,0.1,Eastern Cape,Chris Hani,Inxuba Yethemba,DsEnergyForCookings
Census 2022,Municipality,Sakhisizwe,Electricity from mains,11810,68.0,Eastern Cape,Chris Hani,Sakhisizwe,DsEnergyForCookings
Census 2022,Municipality,Sakhisizwe,Gas,4585,26.4,Eastern Cape,Chris Hani,Sakhisizwe,DsEnergyForCookings
Census 2022,Municipality,Sakhisizwe,Paraffin,307,1.8,Eastern Cape,Chris Hani,Sakhisizwe,DsEnergyForCookings
Census 2022,Municipality,Sakhisizwe,Wood,584,3.4,Eastern Cape,Chris Hani,Sakhisizwe,DsEnergyForCookings
Census 2022,Municipality,Sakhisizwe,Coal,9,0.1,Eastern Cape,Chris Hani,Sakhisizwe,DsEnergyForCookings
Census 2022,Municipality,Sakhisizwe,Animal dung,17,0.1,Eastern Cape,Chris Hani,Sakhisizwe,DsEnergyForCookings
Census 2022,Municipality,Sakhisizwe,Solar,0,0.0,Eastern Cape,Chris Hani,Sakhisizwe,DsEnergyForCookings
Census 2022,Municipality,Sakhisizwe,Other,7,0.0,Eastern Cape,Chris Hani,Sakhisizwe,DsEnergyForCookings
Census 2022,Municipality,Sakhisizwe,None,36,0.2,Eastern Cape,Chris Hani,Sakhisizwe,DsEnergyForCookings
Census 2022,Municipality,Elundini,Electricity from mains,19822,48.1,Eastern Cape,Joe Gqabi,Elundini,DsEnergyForCookings
Census 2022,Municipality,Elundini,Gas,15431,37.4,Eastern Cape,Joe Gqabi,Elundini,DsEnergyForCookings
Census 2022,Municipality,Elundini,Paraffin,1523,3.7,Eastern Cape,Joe Gqabi,Elundini,DsEnergyForCookings
Census 2022,Municipality,Elundini,Wood,4256,10.3,Eastern Cape,Joe Gqabi,Elundini,DsEnergyForCookings
Census 2022,Municipality,Elundini,Coal,20,0.0,Eastern Cape,Joe Gqabi,Elundini,DsEnergyForCookings
Census 2022,Municipality,Elundini,Animal dung,20,0.0,Eastern Cape,Joe Gqabi,Elundini,DsEnergyForCookings
Census 2022,Municipality,Elundini,Solar,41,0.1,Eastern Cape,Joe Gqabi,Elundini,DsEnergyForCookings
Census 2022,Municipality,Elundini,Other,22,0.1,Eastern Cape,Joe Gqabi,Elundini,DsEnergyForCookings
Census 2022,Municipality,Elundini,None,74,0.2,Eastern Cape,Joe Gqabi,Elundini,DsEnergyForCookings
Census 2022,Municipality,Senqu,Electricity from mains,32669,66.8,Eastern Cape,Joe Gqabi,Senqu,DsEnergyForCookings
Census 2022,Municipality,Senqu,Gas,13995,28.6,Eastern Cape,Joe Gqabi,Senqu,DsEnergyForCookings
Census 2022,Municipality,Senqu,Paraffin,1343,2.7,Eastern Cape,Joe Gqabi,Senqu,DsEnergyForCookings
Census 2022,Municipality,Senqu,Wood,710,1.5,Eastern Cape,Joe Gqabi,Senqu,DsEnergyForCookings
Census 2022,Municipality,Senqu,Coal,8,0.0,Eastern Cape,Joe Gqabi,Senqu,DsEnergyForCookings
Census 2022,Municipality,Senqu,Animal dung,27,0.1,Eastern Cape,Joe Gqabi,Senqu,DsEnergyForCookings
Census 2022,Municipality,Senqu,Solar,45,0.1,Eastern Cape,Joe Gqabi,Senqu,DsEnergyForCookings
Census 2022,Municipality,Senqu,Other,20,0.0,Eastern Cape,Joe Gqabi,Senqu,DsEnergyForCookings
Census 2022,Municipality,Senqu,None,97,0.2,Eastern Cape,Joe Gqabi,Senqu,DsEnergyForCookings
Census 2022,Municipality,Walter Sisulu,Electricity from mains,21612,63.2,Eastern Cape,Joe Gqabi,Walter Sisulu,DsEnergyForCookings
Census 2022,Municipality,Walter Sisulu,Gas,10694,31.3,Eastern Cape,Joe Gqabi,Walter Sisulu,DsEnergyForCookings
Census 2022,Municipality,Walter Sisulu,Paraffin,1111,3.3,Eastern Cape,Joe Gqabi,Walter Sisulu,DsEnergyForCookings
Census 2022,Municipality,Walter Sisulu,Wood,501,1.5,Eastern Cape,Joe Gqabi,Walter Sisulu,DsEnergyForCookings
Census 2022,Municipality,Walter Sisulu,Coal,10,0.0,Eastern Cape,Joe Gqabi,Walter Sisulu,DsEnergyForCookings
Census 2022,Municipality,Walter Sisulu,Animal dung,0,0.0,Eastern Cape,Joe Gqabi,Walter Sisulu,DsEnergyForCookings
Census 2022,Municipality,Walter Sisulu,Solar,152,0.4,Eastern Cape,Joe Gqabi,Walter Sisulu,DsEnergyForCookings
Census 2022,Municipality,Walter Sisulu,Other,27,0.1,Eastern Cape,Joe Gqabi,Walter Sisulu,DsEnergyForCookings
Census 2022,Municipality,Walter Sisulu,None,63,0.2,Eastern Cape,Joe Gqabi,Walter Sisulu,DsEnergyForCookings
Census 2022,Municipality,Nelson Mandela Bay,Electricity from mains,236853,76.9,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsEnergyForCookings
Census 2022,Municipality,Nelson Mandela Bay,Gas,60871,19.8,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsEnergyForCookings
Census 2022,Municipality,Nelson Mandela Bay,Paraffin,8466,2.7,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsEnergyForCookings
Census 2022,Municipality,Nelson Mandela Bay,Wood,819,0.3,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsEnergyForCookings
Census 2022,Municipality,Nelson Mandela Bay,Coal,37,0.0,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsEnergyForCookings
Census 2022,Municipality,Nelson Mandela Bay,Animal dung,7,0.0,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsEnergyForCookings
Census 2022,Municipality,Nelson Mandela Bay,Solar,111,0.0,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsEnergyForCookings
Census 2022,Municipality,Nelson Mandela Bay,Other,256,0.1,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsEnergyForCookings
Census 2022,Municipality,Nelson Mandela Bay,None,512,0.2,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,DsEnergyForCookings
Census 2022,Municipality,King Sabata Dalindyebo,Electricity from mains,71884,62.7,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsEnergyForCookings
Census 2022,Municipality,King Sabata Dalindyebo,Gas,33687,29.4,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsEnergyForCookings
Census 2022,Municipality,King Sabata Dalindyebo,Paraffin,3600,3.1,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsEnergyForCookings
Census 2022,Municipality,King Sabata Dalindyebo,Wood,4752,4.1,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsEnergyForCookings
Census 2022,Municipality,King Sabata Dalindyebo,Coal,43,0.0,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsEnergyForCookings
Census 2022,Municipality,King Sabata Dalindyebo,Animal dung,190,0.2,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsEnergyForCookings
Census 2022,Municipality,King Sabata Dalindyebo,Solar,174,0.2,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsEnergyForCookings
Census 2022,Municipality,King Sabata Dalindyebo,Other,49,0.0,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsEnergyForCookings
Census 2022,Municipality,King Sabata Dalindyebo,None,203,0.2,Eastern Cape,O.R. Tambo,King Sabata Dalindyebo,DsEnergyForCookings
Census 2022,Municipality,Mhlontlo,Electricity from mains,26481,60.2,Eastern Cape,O.R. Tambo,Mhlontlo,DsEnergyForCookings
Census 2022,Municipality,Mhlontlo,Gas,12034,27.4,Eastern Cape,O.R. Tambo,Mhlontlo,DsEnergyForCookings
Census 2022,Municipality,Mhlontlo,Paraffin,880,2.0,Eastern Cape,O.R. Tambo,Mhlontlo,DsEnergyForCookings
Census 2022,Municipality,Mhlontlo,Wood,4371,9.9,Eastern Cape,O.R. Tambo,Mhlontlo,DsEnergyForCookings
Census 2022,Municipality,Mhlontlo,Coal,17,0.0,Eastern Cape,O.R. Tambo,Mhlontlo,DsEnergyForCookings
Census 2022,Municipality,Mhlontlo,Animal dung,96,0.2,Eastern Cape,O.R. Tambo,Mhlontlo,DsEnergyForCookings
Census 2022,Municipality,Mhlontlo,Solar,1,0.0,Eastern Cape,O.R. Tambo,Mhlontlo,DsEnergyForCookings
Census 2022,Municipality,Mhlontlo,Other,22,0.1,Eastern Cape,O.R. Tambo,Mhlontlo,DsEnergyForCookings
Census 2022,Municipality,Mhlontlo,None,77,0.2,Eastern Cape,O.R. Tambo,Mhlontlo,DsEnergyForCookings
Census 2022,Municipality,Ngquza Hill,Electricity from mains,34493,53.9,Eastern Cape,O.R. Tambo,Ngquza Hill,DsEnergyForCookings
Census 2022,Municipality,Ngquza Hill,Gas,11520,18.0,Eastern Cape,O.R. Tambo,Ngquza Hill,DsEnergyForCookings
Census 2022,Municipality,Ngquza Hill,Paraffin,1583,2.5,Eastern Cape,O.R. Tambo,Ngquza Hill,DsEnergyForCookings
Census 2022,Municipality,Ngquza Hill,Wood,16243,25.4,Eastern Cape,O.R. Tambo,Ngquza Hill,DsEnergyForCookings
Census 2022,Municipality,Ngquza Hill,Coal,39,0.1,Eastern Cape,O.R. Tambo,Ngquza Hill,DsEnergyForCookings
